Abs(theta)	Type0		Type1		Type23
0.5		510		5		3
1.5		1511		8		10
2.5		2496		32		16
3.5		3496		34		27
4.5		4494		51		41
5.5		5527		56		52
6.5		6557		62		44
7.5		7510		76		70
8.5		8522		101		65
9.5		9493		105		87
10.5		10484		111		71
11.5		11467		116		97
12.5		12404		139		96
13.5		13379		160		124
14.5		14344		171		119
15.5		15283		194		108
16.5		16295		185		129
17.5		17211		214		136
18.5		18148		219		171
19.5		19071		213		144
20.5		20034		255		163
21.5		20929		268		203
22.5		21819		293		198
23.5		22673		305		179
24.5		23658		325		215
25.5		24506		339		206
26.5		25386		358		244
27.5		26278		404		265
28.5		27129		385		263
29.5		27951		405		275
30.5		28742		472		289
31.5		29592		467		309
32.5		30334		508		319
33.5		31209		482		319
34.5		31955		579		349
35.5		32734		581		326
36.5		33359		588		401
37.5		34254		627		420
38.5		34911		707		407
39.5		35718		692		427
40.5		36358		751		431
41.5		37064		776		501
42.5		37659		838		494
43.5		38404		896		489
44.5		38960		924		534
45.5		39477		945		570
46.5		40220		940		545
47.5		40824		1014		590
48.5		41349		1080		627
49.5		41950		1080		577
50.5		42527		1113		664
51.5		43138		1179		610
52.5		43582		1199		691
53.5		43969		1290		723
54.5		44473		1304		726
55.5		44975		1313		772
56.5		45377		1475		808
57.5		46008		1468		823
58.5		46193		1491		783
59.5		46616		1589		873
60.5		46867		1651		909
61.5		47197		1730		934
62.5		47756		1668		910
63.5		48066		1704		940
64.5		48210		1879		1009
65.5		48513		1894		991
66.5		48969		1884		1037
67.5		49167		1950		996
68.5		49545		1956		1043
69.5		49717		2033		1092
70.5		50016		2012		1108
71.5		50202		2138		1114
72.5		50364		2121		1145
73.5		50670		2151		1097
74.5		50878		2213		1142
75.5		50850		2338		1132
76.5		51182		2310		1218
77.5		51197		2369		1168
78.5		51293		2291		1292
79.5		51346		2390		1280
80.5		51406		2386		1274
81.5		51512		2463		1239
82.5		51463		2420		1239
83.5		51544		2515		1348
84.5		51708		2407		1407
85.5		51523		2442		1351
86.5		51558		2439		1389
87.5		51611		2463		1500
88.5		51617		2537		1450
89.5		49574		2399		1531
