Abs(theta)	Type0		Type1		Type23
0.5		165		2		0
1.5		511		3		5
2.5		939		9		8
3.5		1281		14		9
4.5		1597		17		12
5.5		1894		21		14
6.5		2292		34		10
7.5		2617		25		21
8.5		2938		36		23
9.5		3246		36		27
10.5		3625		42		34
11.5		4179		52		28
12.5		4371		51		37
13.5		4765		61		35
14.5		5107		62		35
15.5		5435		68		45
16.5		5679		70		51
17.5		6071		77		49
18.5		6551		83		58
19.5		6684		83		50
20.5		7021		92		64
21.5		7394		89		60
22.5		7816		103		81
23.5		8034		97		75
24.5		8410		111		76
25.5		8617		161		87
26.5		8850		117		72
27.5		9433		129		90
28.5		9597		161		96
29.5		9941		173		88
30.5		10184		142		112
31.5		10251		174		115
32.5		10795		170		121
33.5		11084		207		127
34.5		11329		205		121
35.5		11326		210		128
36.5		11653		237		168
37.5		11930		244		140
38.5		12262		243		125
39.5		12516		262		131
40.5		12921		251		162
41.5		13126		271		147
42.5		13087		302		166
43.5		13398		290		171
44.5		13723		320		172
45.5		14202		305		173
46.5		14202		349		179
47.5		14267		398		201
48.5		14666		373		211
49.5		14692		368		230
50.5		15283		409		214
51.5		15306		422		248
52.5		15221		467		244
53.5		15381		473		247
54.5		15766		484		268
55.5		15891		502		287
56.5		16141		487		259
57.5		16017		495		287
58.5		16374		544		272
59.5		16441		529		313
60.5		16783		556		329
61.5		16680		629		322
62.5		16803		605		324
63.5		16987		648		344
64.5		17288		666		334
65.5		17018		663		327
66.5		17403		658		376
67.5		17227		699		361
68.5		17133		706		362
69.5		17629		730		351
70.5		17828		784		434
71.5		17713		698		395
72.5		17577		792		408
73.5		17932		767		440
74.5		17591		808		438
75.5		17946		852		437
76.5		17926		802		428
77.5		17805		824		456
78.5		17817		798		459
79.5		18010		861		439
80.5		18333		922		436
81.5		18202		839		465
82.5		18389		864		459
83.5		18098		850		448
84.5		18031		852		477
85.5		18112		861		510
86.5		18127		850		522
87.5		18201		851		546
88.5		17970		861		519
89.5		17424		831		565
