Abs(theta)	Type0		Type1		Type23
0.5		159		2		1
1.5		560		8		2
2.5		848		12		6
3.5		1235		13		13
4.5		1462		15		8
5.5		1949		21		12
6.5		2251		23		16
7.5		2571		27		23
8.5		3051		38		23
9.5		3376		37		25
10.5		3700		43		31
11.5		3960		40		35
12.5		4371		52		28
13.5		4580		44		35
14.5		5111		63		46
15.5		5434		56		40
16.5		5822		57		37
17.5		6020		85		47
18.5		6297		85		47
19.5		6628		71		56
20.5		7063		89		50
21.5		7347		78		78
22.5		7496		107		72
23.5		8048		88		77
24.5		8235		116		69
25.5		8470		132		94
26.5		8941		134		79
27.5		9000		144		81
28.5		9631		139		75
29.5		9984		165		85
30.5		10209		143		83
31.5		10441		156		109
32.5		10776		183		115
33.5		10999		193		96
34.5		11177		188		122
35.5		11480		189		120
36.5		11731		204		121
37.5		12062		219		124
38.5		12173		233		168
39.5		12516		257		179
40.5		12673		252		166
41.5		12974		277		170
42.5		13290		267		192
43.5		13634		286		209
44.5		13749		305		162
45.5		13952		356		190
46.5		14123		344		206
47.5		14276		363		201
48.5		14527		360		236
49.5		14657		366		241
50.5		14793		430		200
51.5		15083		432		232
52.5		15315		454		238
53.5		15585		456		238
54.5		15618		480		247
55.5		15583		473		294
56.5		15793		522		300
57.5		16104		506		293
58.5		16177		586		305
59.5		16450		602		291
60.5		16562		561		311
61.5		16585		610		321
62.5		16546		624		346
63.5		16859		647		358
64.5		17023		614		332
65.5		17082		652		342
66.5		16984		666		341
67.5		17459		678		357
68.5		17352		730		351
69.5		17443		770		420
70.5		18001		717		396
71.5		17450		728		426
72.5		17757		769		400
73.5		17826		763		401
74.5		17798		704		416
75.5		17825		795		411
76.5		17939		792		445
77.5		17896		812		445
78.5		18111		800		446
79.5		18186		779		399
80.5		18024		860		448
81.5		18085		836		452
82.5		17963		826		458
83.5		18175		884		479
84.5		18093		873		475
85.5		17912		847		472
86.5		18003		895		530
87.5		17847		871		487
88.5		17446		832		513
89.5		16595		782		541
