Abs(theta)	Type0		Type1		Type23
0.5		542		2		1
1.5		1490		13		12
2.5		2483		28		18
3.5		3652		38		21
4.5		4464		47		25
5.5		5503		46		43
6.5		6393		61		49
7.5		7630		73		59
8.5		8517		84		73
9.5		9566		102		63
10.5		10409		118		83
11.5		11341		139		89
12.5		12487		145		97
13.5		13332		140		95
14.5		14450		171		121
15.5		15347		192		132
16.5		16155		190		144
17.5		17455		246		146
18.5		18322		259		145
19.5		19239		256		143
20.5		20093		256		173
21.5		21318		281		170
22.5		22080		282		194
23.5		22961		328		216
24.5		23728		328		224
25.5		24829		355		219
26.5		25463		359		242
27.5		26193		391		256
28.5		27228		414		248
29.5		28159		424		263
30.5		29019		432		296
31.5		29790		503		285
32.5		30887		525		321
33.5		31340		554		303
34.5		32076		541		337
35.5		32871		608		374
36.5		33307		623		399
37.5		34385		657		370
38.5		35450		667		410
39.5		35824		737		417
40.5		36457		799		434
41.5		37153		797		441
42.5		37847		805		503
43.5		38714		869		505
44.5		38752		896		523
45.5		39924		971		588
46.5		40304		1010		561
47.5		40834		1046		602
48.5		41405		1088		608
49.5		41718		1117		633
50.5		42581		1201		676
51.5		43389		1214		671
52.5		43708		1331		683
53.5		44179		1292		722
54.5		44928		1389		728
55.5		45128		1425		745
56.5		45574		1397		796
57.5		46080		1480		850
58.5		46361		1555		813
59.5		46986		1640		843
60.5		47231		1674		869
61.5		47488		1705		911
62.5		48208		1831		933
63.5		47699		1799		968
64.5		48251		1790		992
65.5		48720		1869		937
66.5		49098		1855		1018
67.5		49723		1934		1047
68.5		49945		1998		1062
69.5		49962		2061		1048
70.5		49780		2049		1093
71.5		50381		2083		1062
72.5		50386		2103		1141
73.5		50590		2162		1132
74.5		51222		2261		1191
75.5		50898		2282		1187
76.5		51267		2244		1304
77.5		50826		2344		1260
78.5		51455		2313		1230
79.5		51957		2386		1280
80.5		51185		2364		1261
81.5		51656		2428		1330
82.5		51344		2473		1317
83.5		51649		2422		1375
84.5		51650		2484		1385
85.5		51289		2486		1393
86.5		51335		2383		1401
87.5		50694		2477		1448
88.5		49656		2353		1430
89.5		47303		2238		1370
