Abs(theta)	Type0		Type1		Type23
0.5		501		6		1
1.5		1506		13		8
2.5		2515		32		21
3.5		3491		40		26
4.5		4519		49		36
5.5		5487		55		41
6.5		6491		64		59
7.5		7488		72		65
8.5		8517		92		58
9.5		9500		80		66
10.5		10450		91		90
11.5		11422		126		75
12.5		12391		136		79
13.5		13395		144		108
14.5		14347		141		120
15.5		15294		176		113
16.5		16246		213		123
17.5		17234		184		127
18.5		18150		221		155
19.5		19050		266		162
20.5		20027		245		155
21.5		21017		272		179
22.5		21815		311		217
23.5		22702		295		233
24.5		23638		306		202
25.5		24443		354		241
26.5		25341		367		243
27.5		26253		408		238
28.5		27078		428		248
29.5		27978		431		274
30.5		28759		414		282
31.5		29555		493		288
32.5		30435		532		333
33.5		31075		583		312
34.5		31801		538		370
35.5		32742		596		353
36.5		33490		608		379
37.5		34098		675		399
38.5		34899		661		416
39.5		35620		726		448
40.5		36322		747		495
41.5		37088		773		471
42.5		37812		810		467
43.5		38332		871		485
44.5		39076		846		537
45.5		39596		984		567
46.5		40100		1005		626
47.5		40781		997		550
48.5		41265		1055		605
49.5		41862		1118		580
50.5		42424		1165		674
51.5		43046		1154		663
52.5		43481		1212		671
53.5		44058		1355		697
54.5		44447		1291		767
55.5		44932		1401		751
56.5		45327		1435		780
57.5		46106		1397		725
58.5		46222		1518		835
59.5		46713		1509		826
60.5		46964		1638		860
61.5		47384		1678		921
62.5		47731		1680		910
63.5		47916		1790		962
64.5		48434		1746		929
65.5		48653		1820		1018
66.5		48931		1862		990
67.5		49105		1912		1018
68.5		49489		2000		977
69.5		49568		2040		1042
70.5		50002		2033		1117
71.5		50075		2082		1147
72.5		50332		2114		1074
73.5		50466		2176		1158
74.5		50577		2219		1145
75.5		50929		2165		1208
76.5		50819		2237		1240
77.5		51167		2273		1178
78.5		51334		2264		1241
79.5		51284		2330		1303
80.5		51430		2307		1323
81.5		51540		2353		1361
82.5		51614		2371		1285
83.5		51596		2356		1386
84.5		51820		2333		1385
85.5		51897		2480		1420
86.5		51905		2429		1424
87.5		50814		2388		1429
88.5		50301		2459		1416
89.5		50430		2413		1411
