Abs(theta)	Type0		Type1		Type23
0.5		180		0		2
1.5		514		2		2
2.5		850		4		12
3.5		1244		13		5
4.5		1595		19		4
5.5		1912		26		19
6.5		2275		33		11
7.5		2496		27		22
8.5		3075		28		34
9.5		3346		24		20
10.5		3611		43		23
11.5		3943		50		26
12.5		4358		37		26
13.5		4657		58		40
14.5		4934		71		42
15.5		5428		45		43
16.5		5856		79		44
17.5		6009		70		42
18.5		6464		81		56
19.5		6730		75		51
20.5		7144		86		44
21.5		7466		98		53
22.5		7642		106		61
23.5		8014		100		84
24.5		8388		118		78
25.5		8413		97		85
26.5		8828		131		79
27.5		9070		138		71
28.5		9493		133		87
29.5		9858		163		84
30.5		9997		171		107
31.5		10400		157		127
32.5		10762		175		118
33.5		10836		195		126
34.5		11178		163		128
35.5		11606		191		136
36.5		11775		208		135
37.5		11996		222		131
38.5		12265		219		140
39.5		12297		279		163
40.5		12959		262		172
41.5		13095		275		169
42.5		13212		281		160
43.5		13318		300		153
44.5		13819		330		205
45.5		13950		290		204
46.5		14072		366		210
47.5		14300		353		200
48.5		14560		356		223
49.5		14941		361		218
50.5		14990		402		225
51.5		15251		445		234
52.5		15132		440		236
53.5		15645		439		284
54.5		15494		437		259
55.5		15919		483		304
56.5		16095		548		258
57.5		16166		472		297
58.5		16223		571		296
59.5		16618		585		262
60.5		16348		546		308
61.5		16637		593		329
62.5		16764		595		312
63.5		16907		626		351
64.5		17103		608		315
65.5		16944		664		327
66.5		17408		688		350
67.5		17246		692		386
68.5		17371		697		354
69.5		17467		722		376
70.5		17792		746		387
71.5		17672		718		418
72.5		17667		705		399
73.5		17554		798		398
74.5		17627		787		422
75.5		17943		809		386
76.5		17947		838		438
77.5		18007		790		451
78.5		17769		869		437
79.5		18123		780		454
80.5		18096		787		478
81.5		18319		884		461
82.5		18090		870		464
83.5		18052		898		491
84.5		18264		858		514
85.5		18312		820		496
86.5		17985		873		470
87.5		17935		880		504
88.5		17830		856		522
89.5		17785		856		544
