Abs(theta)	Type0		Type1		Type23
0.5		508		5		4
1.5		1504		18		11
2.5		2515		23		12
3.5		3529		30		35
4.5		4498		55		36
5.5		5521		58		52
6.5		6489		75		71
7.5		7502		82		56
8.5		8523		96		60
9.5		9439		105		73
10.5		10457		119		70
11.5		11490		130		85
12.5		12458		122		79
13.5		13439		166		95
14.5		14345		168		104
15.5		15384		142		121
16.5		16303		198		137
17.5		17218		190		148
18.5		18138		213		153
19.5		19056		240		152
20.5		19995		231		199
21.5		20888		295		174
22.5		21806		280		161
23.5		22739		299		213
24.5		23587		323		212
25.5		24470		337		230
26.5		25327		394		228
27.5		26240		352		252
28.5		27141		435		267
29.5		27932		417		302
30.5		28837		418		286
31.5		29568		474		302
32.5		30307		516		277
33.5		31158		555		342
34.5		31922		576		354
35.5		32723		540		381
36.5		33467		658		393
37.5		34224		638		426
38.5		35005		672		391
39.5		35696		775		419
40.5		36382		751		428
41.5		37021		767		502
42.5		37676		799		532
43.5		38262		897		492
44.5		38946		899		498
45.5		39668		923		578
46.5		40231		999		542
47.5		40821		1019		577
48.5		41244		1097		602
49.5		41854		1143		638
50.5		42379		1232		606
51.5		43025		1169		658
52.5		43550		1230		701
53.5		43901		1265		704
54.5		44528		1287		725
55.5		44938		1380		778
56.5		45476		1412		732
57.5		45828		1476		816
58.5		46289		1473		838
59.5		46641		1605		828
60.5		47116		1570		900
61.5		47293		1673		894
62.5		47752		1671		942
63.5		48099		1699		1005
64.5		48216		1883		945
65.5		48520		1988		1011
66.5		49118		1860		1018
67.5		49323		1908		1024
68.5		49304		2014		1091
69.5		49757		2047		1081
70.5		49988		2003		1153
71.5		50227		2124		1116
72.5		50322		2127		1134
73.5		50655		2143		1178
74.5		50795		2154		1161
75.5		50818		2224		1191
76.5		50991		2313		1218
77.5		51289		2311		1169
78.5		51243		2281		1230
79.5		51226		2361		1263
80.5		51567		2306		1282
81.5		51450		2430		1303
82.5		51708		2357		1268
83.5		51610		2409		1400
84.5		51510		2398		1404
85.5		51764		2514		1431
86.5		51405		2518		1505
87.5		51646		2388		1537
88.5		51673		2476		1534
89.5		50129		2342		1400
