Abs(theta)	Type0		Type1		Type23
0.5		509		3		1
1.5		1513		10		16
2.5		2512		21		19
3.5		3511		38		24
4.5		4500		46		40
5.5		5493		59		40
6.5		6481		60		58
7.5		7477		68		70
8.5		8471		76		74
9.5		9463		99		58
10.5		10462		110		79
11.5		11431		127		77
12.5		12414		140		91
13.5		13370		149		108
14.5		14349		185		110
15.5		15330		165		121
16.5		16258		199		141
17.5		17165		219		151
18.5		18157		213		146
19.5		19072		225		146
20.5		20020		230		188
21.5		20895		263		182
22.5		21790		300		185
23.5		22761		290		216
24.5		23564		349		230
25.5		24497		337		235
26.5		25400		384		256
27.5		26219		379		271
28.5		27071		410		270
29.5		27963		420		264
30.5		28777		423		278
31.5		29590		464		256
32.5		30286		505		343
33.5		31145		542		335
34.5		31908		560		342
35.5		32685		610		347
36.5		33479		618		386
37.5		34180		647		377
38.5		34972		632		416
39.5		35670		723		396
40.5		36306		743		425
41.5		36947		798		515
42.5		37581		832		513
43.5		38250		853		498
44.5		38951		912		502
45.5		39592		935		540
46.5		40189		955		549
47.5		40699		1064		584
48.5		41332		1074		602
49.5		41808		1080		655
50.5		42517		1091		654
51.5		42885		1220		694
52.5		43433		1231		690
53.5		44032		1289		732
54.5		44438		1393		740
55.5		44937		1329		804
56.5		45299		1417		761
57.5		45838		1447		755
58.5		46077		1502		834
59.5		46614		1541		890
60.5		46864		1694		877
61.5		47386		1667		900
62.5		47724		1742		926
63.5		48026		1797		965
64.5		48396		1824		977
65.5		48859		1823		893
66.5		48848		1920		951
67.5		49219		1956		1028
68.5		49456		2004		1033
69.5		49713		2012		1057
70.5		49974		2025		1088
71.5		50169		2114		1114
72.5		50177		2127		1111
73.5		50540		2086		1198
74.5		50851		2160		1101
75.5		50758		2214		1245
76.5		50914		2273		1247
77.5		51126		2332		1213
78.5		51310		2285		1260
79.5		51407		2365		1260
80.5		51413		2340		1333
81.5		51552		2446		1252
82.5		51587		2435		1361
83.5		51492		2454		1393
84.5		51696		2375		1358
85.5		51648		2454		1442
86.5		51729		2458		1443
87.5		50845		2408		1368
88.5		50807		2474		1430
89.5		50104		2392		1399
