Abs(theta)	Type0		Type1		Type23
0.5		249		1		1
1.5		749		7		6
2.5		1239		14		8
3.5		1709		16		23
4.5		2208		21		17
5.5		2714		22		16
6.5		3156		37		26
7.5		3675		39		28
8.5		4151		31		42
9.5		4649		51		47
10.5		5127		46		41
11.5		5593		57		43
12.5		6093		72		55
13.5		6559		71		58
14.5		7022		63		60
15.5		7524		85		58
16.5		7945		86		66
17.5		8468		98		66
18.5		8886		112		78
19.5		9353		123		94
20.5		9814		97		87
21.5		10182		127		95
22.5		10689		105		117
23.5		11171		144		99
24.5		11597		136		114
25.5		11943		169		96
26.5		12432		172		126
27.5		12805		178		143
28.5		13294		195		113
29.5		13707		203		120
30.5		14054		224		144
31.5		14491		236		154
32.5		14876		249		158
33.5		15276		241		171
34.5		15615		263		185
35.5		16013		285		186
36.5		16317		310		184
37.5		16760		320		178
38.5		17134		337		240
39.5		17445		337		231
40.5		17788		348		225
41.5		18144		374		256
42.5		18392		396		251
43.5		18762		441		246
44.5		18993		441		261
45.5		19469		460		253
46.5		19734		430		304
47.5		19972		471		301
48.5		20155		550		306
49.5		20445		536		304
50.5		20807		508		328
51.5		21061		547		316
52.5		21327		594		306
53.5		21632		594		366
54.5		21830		602		356
55.5		21975		651		406
56.5		22212		671		402
57.5		22413		672		414
58.5		22558		747		413
59.5		22881		704		420
60.5		22992		781		447
61.5		23198		785		471
62.5		23334		782		469
63.5		23439		843		513
64.5		23741		830		474
65.5		23756		893		499
66.5		23886		902		497
67.5		24029		937		530
68.5		24310		892		555
69.5		24287		957		556
70.5		24323		1005		579
71.5		24554		994		553
72.5		24644		1035		568
73.5		24658		1042		566
74.5		24704		1040		564
75.5		24964		1006		617
76.5		24956		1065		606
77.5		25003		1042		610
78.5		25059		1095		628
79.5		25062		1110		656
80.5		25225		1055		669
81.5		25239		1077		678
82.5		25090		1169		644
83.5		25173		1137		693
84.5		25210		1140		693
85.5		25005		1152		692
86.5		25110		1142		715
87.5		24656		1115		750
88.5		24124		1137		772
89.5		22965		1045		690
