Abs(theta)	Type0		Type1		Type23
0.5		514		9		3
1.5		1505		12		5
2.5		2519		26		13
3.5		3545		36		28
4.5		4509		36		27
5.5		5522		44		45
6.5		6510		67		50
7.5		7495		74		55
8.5		8528		85		57
9.5		9463		120		68
10.5		10475		102		88
11.5		11489		116		108
12.5		12386		149		114
13.5		13446		144		92
14.5		14361		165		112
15.5		15324		162		128
16.5		16328		170		132
17.5		17194		225		138
18.5		18117		209		147
19.5		19040		265		172
20.5		19984		254		151
21.5		20974		250		189
22.5		21841		302		190
23.5		22715		305		201
24.5		23569		334		221
25.5		24514		351		222
26.5		25345		359		234
27.5		26184		386		270
28.5		27121		396		238
29.5		27857		462		280
30.5		28717		474		270
31.5		29597		458		314
32.5		30410		518		326
33.5		31149		557		309
34.5		32048		569		351
35.5		32700		596		353
36.5		33392		660		386
37.5		34248		665		337
38.5		35009		688		421
39.5		35538		735		440
40.5		36321		738		449
41.5		37000		788		434
42.5		37687		873		469
43.5		38307		929		479
44.5		38985		907		484
45.5		39733		902		545
46.5		40389		965		514
47.5		40738		1006		569
48.5		41389		1022		600
49.5		41972		1027		634
50.5		42650		1092		646
51.5		42867		1319		673
52.5		43468		1346		665
53.5		43924		1255		748
54.5		44572		1307		699
55.5		45048		1356		765
56.5		45373		1481		689
57.5		45848		1484		786
58.5		46183		1581		806
59.5		46600		1587		797
60.5		47032		1595		879
61.5		47419		1612		943
62.5		47734		1720		978
63.5		48054		1718		953
64.5		48514		1776		950
65.5		48745		1824		989
66.5		48933		1907		1034
67.5		49228		1931		998
68.5		49451		1951		1049
69.5		49747		2052		1066
70.5		50010		2049		1045
71.5		50240		2076		1098
72.5		50370		2094		1101
73.5		50521		2168		1163
74.5		50610		2251		1185
75.5		50876		2239		1190
76.5		50996		2220		1222
77.5		51280		2286		1194
78.5		51325		2368		1246
79.5		51447		2313		1275
80.5		51311		2349		1298
81.5		51746		2330		1274
82.5		51593		2326		1261
83.5		51522		2453		1351
84.5		51679		2406		1405
85.5		51338		2459		1351
86.5		51514		2523		1368
87.5		51488		2427		1494
88.5		51473		2514		1597
89.5		49619		2404		1504
