Abs(theta)	Type0		Type1		Type23
0.5		255		3		2
1.5		747		8		6
2.5		1227		12		7
3.5		1738		20		22
4.5		2242		29		18
5.5		2718		24		28
6.5		3208		42		21
7.5		3719		34		30
8.5		4190		41		34
9.5		4702		42		42
10.5		5162		50		47
11.5		5660		60		55
12.5		6124		60		45
13.5		6673		67		44
14.5		7102		79		50
15.5		7586		93		66
16.5		8095		79		49
17.5		8512		89		70
18.5		8955		110		84
19.5		9450		113		88
20.5		9914		122		88
21.5		10291		151		130
22.5		10787		147		106
23.5		11216		158		121
24.5		11695		167		110
25.5		12137		166		117
26.5		12552		162		116
27.5		12971		161		127
28.5		13379		182		136
29.5		13834		191		133
30.5		14239		201		148
31.5		14531		256		176
32.5		15038		237		167
33.5		15459		244		166
34.5		15789		291		194
35.5		16198		292		171
36.5		16508		315		207
37.5		16873		369		187
38.5		17280		307		206
39.5		17652		355		205
40.5		17945		352		240
41.5		18318		413		256
42.5		18571		415		253
43.5		18933		388		232
44.5		19266		438		272
45.5		19634		444		297
46.5		19863		496		272
47.5		20135		488		287
48.5		20345		538		301
49.5		20737		547		332
50.5		21043		538		372
51.5		21324		540		289
52.5		21448		635		353
53.5		21782		616		388
54.5		22031		622		406
55.5		22115		628		395
56.5		22387		696		385
57.5		22824		720		406
58.5		22801		742		435
59.5		22989		785		435
60.5		23278		759		444
61.5		23471		758		456
62.5		23493		829		501
63.5		23775		859		448
64.5		23920		876		474
65.5		24081		900		490
66.5		24177		924		492
67.5		24298		926		582
68.5		24396		946		533
69.5		24602		903		550
70.5		24671		995		577
71.5		24801		959		593
72.5		24874		1007		560
73.5		25020		1045		603
74.5		24926		1037		599
75.5		25119		1055		645
76.5		25230		1076		612
77.5		25252		1102		612
78.5		25382		1097		645
79.5		25325		1111		634
80.5		25399		1146		663
81.5		25330		1171		749
82.5		25463		1137		721
83.5		25539		1159		717
84.5		25494		1167		709
85.5		25657		1218		727
86.5		25590		1169		751
87.5		24872		1189		691
88.5		25061		1145		747
89.5		24978		1144		688
