Abs(theta)	Type0		Type1		Type23
0.5		254		3		6
1.5		735		7		8
2.5		1238		12		6
3.5		1757		14		14
4.5		2229		26		18
5.5		2738		22		21
6.5		3207		34		22
7.5		3728		47		29
8.5		4215		47		39
9.5		4692		46		37
10.5		5175		43		49
11.5		5661		62		56
12.5		6150		68		56
13.5		6639		67		48
14.5		7100		90		55
15.5		7593		75		72
16.5		8046		69		66
17.5		8483		100		88
18.5		8950		114		91
19.5		9427		131		72
20.5		9865		123		92
21.5		10326		150		70
22.5		10765		149		94
23.5		11297		125		106
24.5		11707		152		112
25.5		12075		175		115
26.5		12574		153		114
27.5		12915		199		139
28.5		13398		214		141
29.5		13824		199		119
30.5		14282		212		143
31.5		14627		242		178
32.5		15047		244		164
33.5		15343		254		164
34.5		15759		254		179
35.5		16147		291		201
36.5		16576		278		174
37.5		16832		323		199
38.5		17306		345		192
39.5		17595		330		227
40.5		17942		364		250
41.5		18305		393		211
42.5		18687		349		222
43.5		18981		420		246
44.5		19344		444		225
45.5		19502		466		278
46.5		19941		459		293
47.5		20251		476		291
48.5		20460		536		313
49.5		20772		484		299
50.5		20997		548		337
51.5		21271		562		339
52.5		21420		605		362
53.5		21760		648		353
54.5		21991		602		353
55.5		22211		669		368
56.5		22473		629		405
57.5		22545		746		414
58.5		22877		740		405
59.5		23058		742		441
60.5		23270		769		447
61.5		23376		751		461
62.5		23582		801		503
63.5		23684		904		473
64.5		23917		830		507
65.5		24010		885		494
66.5		24252		906		555
67.5		24333		896		490
68.5		24431		1003		504
69.5		24626		957		579
70.5		24755		976		600
71.5		24782		1026		582
72.5		24895		1022		570
73.5		24961		1025		629
74.5		25058		998		631
75.5		25133		1093		627
76.5		25219		1119		621
77.5		25281		1113		640
78.5		25389		1120		631
79.5		25365		1087		631
80.5		25536		1067		669
81.5		25446		1179		701
82.5		25486		1129		682
83.5		25573		1109		721
84.5		25435		1178		781
85.5		25625		1184		723
86.5		25660		1159		690
87.5		25008		1141		742
88.5		24865		1139		749
89.5		24621		1193		772
