Abs(theta)	Type0		Type1		Type23
0.5		251		0		0
1.5		763		5		6
2.5		1237		9		9
3.5		1720		21		14
4.5		2217		21		25
5.5		2725		30		21
6.5		3195		33		39
7.5		3699		32		35
8.5		4208		34		37
9.5		4671		52		31
10.5		5203		55		35
11.5		5665		57		43
12.5		6138		69		42
13.5		6648		61		48
14.5		7100		85		56
15.5		7553		85		63
16.5		8054		92		74
17.5		8517		112		73
18.5		9012		116		77
19.5		9415		106		80
20.5		9940		102		93
21.5		10312		122		99
22.5		10781		147		102
23.5		11257		132		108
24.5		11642		170		121
25.5		12105		161		127
26.5		12574		181		146
27.5		13007		183		127
28.5		13375		197		134
29.5		13837		192		132
30.5		14210		206		135
31.5		14671		221		139
32.5		14929		256		194
33.5		15383		245		177
34.5		15794		270		167
35.5		16173		294		192
36.5		16560		300		190
37.5		16947		306		189
38.5		17277		290		216
39.5		17650		328		199
40.5		17961		378		193
41.5		18309		380		256
42.5		18570		403		254
43.5		18904		404		258
44.5		19318		420		268
45.5		19604		449		253
46.5		19883		430		283
47.5		20114		520		293
48.5		20451		505		287
49.5		20674		531		330
50.5		21015		504		338
51.5		21268		565		332
52.5		21479		598		354
53.5		21750		597		406
54.5		21908		686		382
55.5		22173		636		436
56.5		22385		695		387
57.5		22629		703		423
58.5		22720		725		443
59.5		22992		758		479
60.5		23212		813		452
61.5		23445		802		469
62.5		23546		838		465
63.5		23728		871		529
64.5		23958		851		504
65.5		24197		854		487
66.5		24203		922		481
67.5		24333		921		538
68.5		24439		960		516
69.5		24564		946		552
70.5		24635		943		582
71.5		24768		1022		554
72.5		24835		1018		578
73.5		25015		953		636
74.5		25169		994		565
75.5		25096		1026		622
76.5		25190		1101		636
77.5		25281		1156		635
78.5		25352		1088		634
79.5		25440		1100		650
80.5		25370		1148		680
81.5		25443		1186		645
82.5		25407		1124		733
83.5		25451		1168		711
84.5		25444		1181		747
85.5		25503		1184		771
86.5		25449		1162		737
87.5		25072		1119		714
88.5		25101		1149		726
89.5		24722		1118		746
