Abs(theta)	Type0		Type1		Type23
0.5		506		5		6
1.5		1497		16		16
2.5		2512		22		17
3.5		3514		32		32
4.5		4529		56		30
5.5		5504		46		35
6.5		6499		60		60
7.5		7482		95		45
8.5		8513		83		63
9.5		9522		93		68
10.5		10448		126		91
11.5		11490		127		89
12.5		12429		137		90
13.5		13420		144		121
14.5		14332		187		105
15.5		15294		181		147
16.5		16270		194		125
17.5		17256		208		145
18.5		18190		222		153
19.5		19088		214		157
20.5		19989		253		179
21.5		20926		264		175
22.5		21877		296		150
23.5		22828		286		183
24.5		23605		306		211
25.5		24466		395		262
26.5		25433		330		247
27.5		26309		369		263
28.5		27156		412		298
29.5		27909		481		261
30.5		28692		451		258
31.5		29495		493		295
32.5		30397		488		307
33.5		31173		556		321
34.5		32021		552		360
35.5		32736		604		344
36.5		33575		633		362
37.5		34248		656		366
38.5		34933		681		408
39.5		35662		713		415
40.5		36413		754		410
41.5		37073		813		457
42.5		37694		806		490
43.5		38319		872		482
44.5		39040		905		547
45.5		39649		964		532
46.5		40093		1039		586
47.5		40804		996		533
48.5		41365		1038		607
49.5		42000		1117		551
50.5		42352		1196		652
51.5		43016		1193		649
52.5		43483		1253		706
53.5		44006		1243		712
54.5		44603		1314		725
55.5		44928		1442		768
56.5		45335		1454		810
57.5		45672		1491		791
58.5		46067		1574		864
59.5		46590		1575		844
60.5		47107		1530		853
61.5		47480		1661		889
62.5		47612		1750		930
63.5		48087		1705		953
64.5		48438		1768		912
65.5		48718		1792		1011
66.5		48899		1926		1004
67.5		49351		1924		991
68.5		49482		1972		1002
69.5		49759		1976		1071
70.5		50039		2131		1092
71.5		50134		2104		1089
72.5		50412		2172		1175
73.5		50424		2240		1160
74.5		50792		2281		1186
75.5		50984		2225		1185
76.5		51064		2302		1191
77.5		51175		2294		1189
78.5		51250		2392		1302
79.5		51486		2383		1254
80.5		51508		2300		1280
81.5		51422		2328		1269
82.5		51704		2353		1379
83.5		51646		2477		1324
84.5		51650		2374		1445
85.5		51572		2337		1451
86.5		51355		2417		1445
87.5		51717		2440		1472
88.5		51571		2508		1534
89.5		49721		2391		1488
