Abs(theta)	Type0		Type1		Type23
0.5		505		6		3
1.5		1503		10		12
2.5		2502		16		21
3.5		3511		43		21
4.5		4502		54		19
5.5		5517		47		36
6.5		6497		70		44
7.5		7478		95		47
8.5		8496		91		62
9.5		9475		78		70
10.5		10432		100		88
11.5		11393		133		74
12.5		12417		129		91
13.5		13431		145		77
14.5		14373		173		104
15.5		15314		183		126
16.5		16170		195		125
17.5		17196		188		132
18.5		18133		213		143
19.5		19050		222		164
20.5		20019		254		156
21.5		20935		271		177
22.5		21840		266		184
23.5		22670		309		204
24.5		23610		338		229
25.5		24450		355		208
26.5		25316		389		243
27.5		26244		405		238
28.5		27158		411		255
29.5		27969		443		257
30.5		28817		426		286
31.5		29572		445		300
32.5		30396		525		329
33.5		31234		547		315
34.5		31925		595		359
35.5		32725		578		319
36.5		33442		649		374
37.5		34135		630		393
38.5		34792		702		424
39.5		35730		710		417
40.5		36279		737		439
41.5		36929		839		487
42.5		37681		829		448
43.5		38286		901		543
44.5		39010		900		479
45.5		39646		973		540
46.5		40103		964		574
47.5		40751		1012		598
48.5		41273		1058		619
49.5		41980		1116		553
50.5		42359		1140		632
51.5		43056		1206		680
52.5		43554		1185		661
53.5		43911		1290		708
54.5		44518		1296		700
55.5		45021		1423		716
56.5		45254		1466		751
57.5		45646		1499		783
58.5		46009		1542		840
59.5		46558		1648		861
60.5		46977		1617		891
61.5		47307		1714		884
62.5		47711		1717		935
63.5		48054		1756		910
64.5		48267		1835		943
65.5		48661		1742		999
66.5		48900		1911		1023
67.5		49246		1920		1030
68.5		49525		1935		1042
69.5		49520		2108		1022
70.5		50012		1972		1052
71.5		50102		2102		1086
72.5		50470		2120		1108
73.5		50408		2143		1131
74.5		50703		2223		1146
75.5		50729		2275		1166
76.5		50860		2311		1185
77.5		51101		2262		1246
78.5		51145		2306		1260
79.5		51386		2313		1225
80.5		51353		2480		1307
81.5		51297		2468		1360
82.5		51498		2412		1315
83.5		51597		2441		1349
84.5		51853		2473		1352
85.5		51854		2485		1418
86.5		51505		2589		1440
87.5		50613		2413		1456
88.5		50521		2446		1451
89.5		50546		2362		1396
