Abs(theta)	Type0		Type1		Type23
0.5		246		4		0
1.5		736		8		4
2.5		1234		13		10
3.5		1731		11		17
4.5		2228		14		15
5.5		2693		25		26
6.5		3190		30		17
7.5		3662		25		33
8.5		4180		47		39
9.5		4658		58		27
10.5		5153		52		40
11.5		5615		56		42
12.5		6033		81		57
13.5		6564		74		59
14.5		7032		73		61
15.5		7475		78		69
16.5		7942		94		71
17.5		8424		94		70
18.5		8857		97		80
19.5		9341		120		65
20.5		9814		106		91
21.5		10236		123		118
22.5		10713		143		95
23.5		11141		132		89
24.5		11516		173		98
25.5		12015		153		106
26.5		12432		174		118
27.5		12846		173		116
28.5		13267		204		117
29.5		13655		210		144
30.5		14110		230		136
31.5		14498		236		125
32.5		14893		249		167
33.5		15234		266		174
34.5		15650		282		166
35.5		15947		275		201
36.5		16308		326		184
37.5		16735		334		193
38.5		17061		328		203
39.5		17404		369		234
40.5		17768		385		215
41.5		18151		370		246
42.5		18444		393		241
43.5		18709		431		269
44.5		19092		414		225
45.5		19491		426		276
46.5		19624		468		290
47.5		20006		500		311
48.5		20203		527		326
49.5		20566		527		312
50.5		20849		547		317
51.5		21026		573		347
52.5		21315		584		347
53.5		21585		580		348
54.5		21699		674		373
55.5		21991		668		373
56.5		22331		682		376
57.5		22436		685		408
58.5		22659		717		402
59.5		22867		700		392
60.5		22987		761		457
61.5		23136		787		485
62.5		23421		775		481
63.5		23545		804		482
64.5		23609		855		493
65.5		23981		861		429
66.5		23977		875		545
67.5		24142		891		511
68.5		24229		904		539
69.5		24324		952		532
70.5		24469		930		560
71.5		24631		972		605
72.5		24666		1005		548
73.5		24759		1041		577
74.5		24772		1036		638
75.5		24892		1042		621
76.5		24959		1105		655
77.5		25013		1042		675
78.5		25095		1053		630
79.5		25209		1045		693
80.5		25068		1146		639
81.5		25132		1151		662
82.5		25298		1120		619
83.5		25249		1113		697
84.5		25220		1139		677
85.5		25258		1184		772
86.5		25317		1202		757
87.5		25394		1166		767
88.5		25169		1168		758
89.5		24322		1141		721
