Abs(theta)	Type0		Type1		Type23
0.5		243		5		3
1.5		740		10		4
2.5		1228		22		7
3.5		1737		12		12
4.5		2222		27		22
5.5		2749		18		29
6.5		3216		26		30
7.5		3680		40		32
8.5		4216		37		39
9.5		4657		65		43
10.5		5159		53		47
11.5		5626		69		57
12.5		6164		47		41
13.5		6617		69		59
14.5		7102		73		73
15.5		7600		82		80
16.5		8010		101		53
17.5		8538		86		64
18.5		8985		105		77
19.5		9399		105		74
20.5		9934		111		89
21.5		10334		146		77
22.5		10802		137		94
23.5		11246		157		105
24.5		11683		137		118
25.5		12198		142		111
26.5		12529		163		128
27.5		12912		199		139
28.5		13373		208		161
29.5		13789		187		142
30.5		14236		221		140
31.5		14555		261		154
32.5		15114		248		173
33.5		15417		271		181
34.5		15872		252		167
35.5		16135		265		187
36.5		16536		293		195
37.5		16862		342		205
38.5		17299		335		201
39.5		17699		319		229
40.5		17955		383		236
41.5		18284		375		201
42.5		18601		389		281
43.5		18954		417		268
44.5		19295		463		261
45.5		19614		415		294
46.5		19868		486		338
47.5		20275		470		253
48.5		20465		479		366
49.5		20718		522		356
50.5		21037		556		324
51.5		21234		530		336
52.5		21447		630		361
53.5		21777		613		356
54.5		21997		662		364
55.5		22235		653		391
56.5		22456		665		413
57.5		22637		738		404
58.5		22772		746		412
59.5		22920		798		474
60.5		23363		787		455
61.5		23444		787		472
62.5		23506		791		485
63.5		23795		794		494
64.5		23761		929		513
65.5		24024		902		491
66.5		24115		952		544
67.5		24251		962		534
68.5		24407		967		567
69.5		24671		949		570
70.5		24675		958		583
71.5		24810		994		580
72.5		24924		984		568
73.5		24945		1029		601
74.5		25026		1079		579
75.5		25139		1052		582
76.5		25178		1034		604
77.5		25279		993		632
78.5		25342		1094		613
79.5		25285		1113		676
80.5		25489		1075		705
81.5		25443		1160		676
82.5		25400		1141		674
83.5		25385		1163		695
84.5		25330		1181		724
85.5		25304		1167		733
86.5		25512		1169		725
87.5		24803		1106		731
88.5		24406		1128		729
89.5		23185		964		740
