Abs(theta)	Type0		Type1		Type23
0.5		499		7		2
1.5		1493		14		17
2.5		2511		23		19
3.5		3515		31		26
4.5		4500		47		38
5.5		5491		55		43
6.5		6504		98		40
7.5		7481		98		65
8.5		8478		104		71
9.5		9481		109		58
10.5		10474		109		81
11.5		11427		141		94
12.5		12412		129		90
13.5		13361		156		103
14.5		14309		184		115
15.5		15303		181		133
16.5		16246		205		135
17.5		17214		195		134
18.5		18168		203		149
19.5		19087		243		170
20.5		20018		235		190
21.5		20918		261		200
22.5		21816		291		197
23.5		22715		310		200
24.5		23564		303		229
25.5		24558		331		233
26.5		25371		377		223
27.5		26075		431		272
28.5		27127		405		264
29.5		27928		422		294
30.5		28735		479		276
31.5		29491		476		323
32.5		30381		494		294
33.5		31141		542		342
34.5		31901		549		344
35.5		32804		578		364
36.5		33385		622		362
37.5		34233		619		375
38.5		34824		693		419
39.5		35592		720		436
40.5		36366		713		451
41.5		37064		788		409
42.5		37598		801		505
43.5		38283		896		492
44.5		38967		888		513
45.5		39636		917		492
46.5		40418		882		560
47.5		40764		1014		580
48.5		41258		1073		581
49.5		41882		1057		643
50.5		42500		1175		631
51.5		42983		1128		652
52.5		43498		1240		708
53.5		43911		1321		710
54.5		44435		1410		719
55.5		44916		1385		725
56.5		45220		1388		741
57.5		45777		1465		772
58.5		46153		1617		834
59.5		46527		1563		850
60.5		46943		1601		891
61.5		47424		1626		813
62.5		47654		1724		949
63.5		48170		1685		924
64.5		48317		1891		955
65.5		48730		1794		1013
66.5		49039		1881		1026
67.5		49122		1933		1062
68.5		49393		1998		1087
69.5		49808		1930		1089
70.5		49776		2135		1102
71.5		50057		2056		1124
72.5		50259		2180		1158
73.5		50512		2162		1091
74.5		50686		2145		1095
75.5		50896		2178		1169
76.5		51020		2239		1200
77.5		51144		2278		1203
78.5		51166		2366		1256
79.5		51142		2363		1286
80.5		51366		2317		1251
81.5		51320		2390		1253
82.5		51419		2357		1319
83.5		51440		2421		1324
84.5		51428		2442		1400
85.5		51437		2454		1364
86.5		51380		2492		1434
87.5		50522		2344		1498
88.5		49526		2323		1411
89.5		47025		2195		1428
