meanCeEast = 6.90795
sigma = 6.91301
meanSnEast = -0.126674
sigma = 19.522
meanBiEast = -7.17995
sigma = 72.3623
meanCeWest = -0.77865
sigma = 3.20002
meanSnWest = 1.8459
sigma = 7.88974
meanBiWest = -1.07565
sigma = 19.2287
