meanCeEast = -0.238193
sigma = 1.7817
meanSnEast = 0.575738
sigma = 5.64506
meanBiEast = -0.34044
sigma = 10.3812
meanCeWest = -0.637901
sigma = 3.83958
meanSnWest = 1.4455
sigma = 5.49668
meanBiWest = -0.81254
sigma = 16.6643
