meanCeEast = -0.334468
sigma = 0.787511
meanSnEast = 3.61959
sigma = 5.29779
meanBiEast = -6.15002
sigma = 13.4139
meanCeWest = -0.974326
sigma = 1.25698
meanSnWest = 1.94129
sigma = 3.11027
meanBiWest = -1.5487
sigma = 12.6063
meanCe = -0.654397
sigma = 1.09656
meanSn = 2.78044
sigma = 4.42429
meanBi = -3.84936
sigma = 13.2181
