meanCeEast = -1.88885
sigma = 1.67884
meanSnEast = 4.99421
sigma = 5.25361
meanBiEast = -6.03419
sigma = 11.0037
meanCeWest = -0.900501
sigma = 1.20882
meanSnWest = 1.74366
sigma = 4.91723
meanBiWest = -1.78075
sigma = 6.59763
meanCe = -1.39468
sigma = 1.54404
meanSn = 3.36894
sigma = 5.34147
meanBi = -3.90747
sigma = 9.31817
