79.0746 316.602 449.609 924.417 
78.7746 317.083 452.253 924.374
81.0335 318.081 447.595 926.114 
79.7279 317.288 449.371 926.273  
81.5467 318.110 447.624 926.577 
81.1146 318.160 447.370 926.815
81.2079 318.157 447.566 926.146
81.3136 318.247 447.430 927.202

