0.001 	156.894
0.0015 	147.116
0.002 	771.305
0.0025 	735.76
0.003 	129.22
0.0035 	125.283
0.004 	120.079
0.0045 	118.04
0.005 	112.373
0.0055 	108.594
0.006 	102.757
0.0065 	99.6046
0.007 	95.0931
0.0075 	91.29
0.008 	89.0577
0.0085 	83.6973
0.009 	82.5053
0.0095 	77.489
0.01 	73.829
0.0105 	71.7137
0.011 	67.9501
0.0115 	63.8979
0.012 	62.608
0.0125 	56.8292
0.013 	54.7829
0.0135 	50.7151
0.014 	49.6481
0.0145 	44.4805
0.015 	40.5052
0.0155 	42.0251
0.016 	36.9277
0.0165 	35.8818
0.017 	34.092
0.0175 	30.2029
0.018 	29.5471
0.0185 	26.1992
0.019 	24.0247
0.0195 	21.4728
0.02 	19.0124
0.0205 	18.4372
0.021 	15.0805
0.0215 	12.4057
0.022 	14.3422
0.0225 	11.8865
0.023 	9.88068
0.0235 	9.13594
0.024 	9.35739
0.0245 	9.6051
0.025 	7.37323
0.0255 	7.06788
0.026 	7.08696
0.0265 	7.17846
0.027 	5.53078
0.0275 	6.46555
0.028 	5.66971
0.0285 	3.8435
0.029 	4.72511
0.0295 	4.18954
0.03 	3.45034
0.0305 	3.96467
0.031 	3.05986
0.0315 	3.06952
0.032 	2.467
0.0325 	2.89694
0.033 	2.96424
0.0335 	2.39489
0.034 	2.78656
0.0345 	2.16087
0.035 	2.74845
0.0355 	2.28063
0.036 	2.00798
0.0365 	2.12741
0.037 	1.71601
0.0375 	2.5474
0.038 	1.59823
0.0385 	1.57231
0.039 	2.10737
0.0395 	2.18121
0.04 	1.6777
0.0405 	1.736
0.041 	1.60295
0.0415 	0.894029
0.042 	1.67754
0.0425 	1.418
0.043 	2.00104
0.0435 	1.41334
0.044 	1.36648
0.0445 	0.836533
0.045 	1.07234
0.0455 	1.57404
0.046 	1.27524
0.0465 	1.13092
0.047 	1.70748
0.0475 	1.58562
0.048 	1.04818
0.0485 	1.06108
0.049 	1.74751
0.0495 	1.45745
0.05 	0.919982
0.0505 	0.997252
0.051 	0.512649
0.0515 	0.44786
0.052 	0.581364
0.0525 	1.42193
0.053 	1.11434
0.0535 	1.32187
0.054 	1.14272
0.0545 	1.01171
0.055 	0.80841
0.0555 	1.04806
0.056 	0.745086
0.0565 	1.39771
0.057 	0.790291
0.0575 	0.971888
0.058 	0.643235
0.0585 	0.669669
0.059 	1.18408
0.0595 	1.28556
0.06 	1.42401
0.0605 	1.17709
0.061 	1.11789
0.0615 	0.977207
0.062 	1.32966
0.0625 	1.68049
0.063 	0.976873
0.0635 	1.21948
0.064 	0.904334
0.0645 	1.56642
0.065 	1.49591
0.0655 	1.00696
0.066 	0.893607
0.0665 	1.19081
0.067 	0.75813
0.0675 	1.20477
0.068 	1.37921
0.0685 	1.19768
0.069 	1.27293
0.0695 	0.925312
0.07 	0.814711
0.0705 	2.0462
0.071 	0.460707
0.0715 	1.50088
0.072 	1.23516
0.0725 	1.77125
0.073 	1.02016
0.0735 	0.963082
0.074 	1.44457
0.0745 	1.29009
0.075 	1.57879
0.0755 	1.065
0.076 	1.31373
0.0765 	0.90036
0.077 	1.81378
0.0775 	1.22351
0.078 	1.4533
0.0785 	1.2507
0.079 	1.51274
0.0795 	1.82627
0.08 	1.23687
0.0805 	1.67048
0.081 	0.989489
0.0815 	1.69686
0.082 	1.09012
0.0825 	1.58419
0.083 	1.60284
0.0835 	1.28081
0.084 	0.901332
0.0845 	1.17471
0.085 	1.63943
0.0855 	1.61432
0.086 	1.38777
0.0865 	1.8184
0.087 	1.16031
0.0875 	1.24229
0.088 	1.47989
0.0885 	1.03943
0.089 	1.62702
0.0895 	1.9323
0.09 	1.85791
0.0905 	1.56536
0.091 	2.08633
0.0915 	1.49598
0.092 	1.934
0.0925 	1.73699
0.093 	1.52839
0.0935 	2.03548
0.094 	1.57438
0.0945 	1.65411
0.095 	1.7642
0.0955 	1.99624
0.096 	2.03943
0.0965 	1.13566
0.097 	1.10289
0.0975 	1.36311
0.098 	1.83654
0.0985 	1.79897
0.099 	1.66636
0.0995 	1.47907
0.1 	1.46389
