5.000000	-3.4975646110
15.000000	-0.8861327930
25.000000	1.4270753381
35.000000	1.3213403417
45.000000	0.9304531164
55.000000	0.9106334651
65.000000	0.8305567201
75.000000	0.9108397092
85.000000	0.9460640472
95.000000	0.8896326706
105.000000	0.8617159489
115.000000	0.8830282451
125.000000	1.1187955962
135.000000	0.9164172152
145.000000	0.9942320143
155.000000	0.9878589512
165.000000	1.1888376682
175.000000	0.9452605023
185.000000	1.0907785065
195.000000	0.8883322358
205.000000	1.0694694020
215.000000	1.0966554295
225.000000	0.9170880749
235.000000	0.9956350805
245.000000	1.0195521080
255.000000	1.1219417853
265.000000	0.9964113022
275.000000	0.9755283920
285.000000	1.0142655898
295.000000	1.0816572384
305.000000	0.9414179887
315.000000	0.9894385694
325.000000	0.9744047938
335.000000	1.0534948408
345.000000	0.8235967052
355.000000	1.0123389911
365.000000	1.0596091049
375.000000	0.9741833066
385.000000	0.9861983596
395.000000	1.0225106251
405.000000	1.0919551815
415.000000	0.9251892231
425.000000	1.0270061020
435.000000	1.0259669189
445.000000	0.9425164898
455.000000	0.9863246138
465.000000	0.9913532520
475.000000	1.0243197792
485.000000	0.8976872287
495.000000	0.9649524166
505.000000	1.0025375771
515.000000	1.0346781299
525.000000	0.9311494665
535.000000	1.0359530755
545.000000	1.0573834467
555.000000	1.0422423793
565.000000	1.0569386203
575.000000	1.0949367701
585.000000	1.0076850172
595.000000	0.9127360523
605.000000	1.1917281131
615.000000	0.9168550780
625.000000	1.0439761946
635.000000	0.9115350859
645.000000	0.9488475114
655.000000	1.1581892311
665.000000	1.0260884649
675.000000	0.9433927541
685.000000	0.7603279781
695.000000	0.9390819658
705.000000	1.1931572041
715.000000	1.4427891126
725.000000	0.6150585735
735.000000	0.9600517839
745.000000	1.2584102722
755.000000	0.6799078863
765.000000	1.4383737226
775.000000	0.2374959948
785.000000	-1.4631894515
795.000000	1.0000000000
805.000000	-nan
815.000000	1.0000000000
825.000000	-nan
835.000000	1.0000000000
845.000000	1.0000000000
855.000000	1.0000000000
865.000000	1.0000000000
875.000000	1.0000000000
885.000000	1.0000000000
895.000000	1.0000000000
905.000000	1.0000000000
915.000000	1.0000000000
925.000000	1.0000000000
935.000000	1.0000000000
945.000000	1.0000000000
955.000000	1.0000000000
965.000000	1.0000000000
975.000000	1.0000000000
985.000000	1.0000000000
995.000000	1.0000000000
