0 0.0478523 0.00200464
1 0.0542768 0.00210733
2 0.0501676 0.00214377
3 0.0505114 0.00249378
4 0.0481505 0.00279262
5 0.0521316 0.00170669
6 0.0454764 0.00171433
7 -nan -nan
8 0.0490416 0.00187481
9 -nan -nan
10 0.0442486 0.00189196
11 0.0476012 0.00191062
12 0.0484303 0.00190707
13 0.0514306 0.00182759
14 0.0474504 0.0018017
15 0.0480587 0.00158776
16 0.048782 0.00163758
17 0.047684 0.0016792
18 0.0492925 0.00167687
19 0.0512682 0.00168059
20 0.0491984 0.00161836
21 0.0492211 0.00162695
22 0.0487146 0.00161406
23 0.0450109 0.00262703
24 0.0493257 0.00160271
25 0.0471385 0.00168795
26 0.05086 0.00160229
27 0.0505835 0.0016705
28 0.0495402 0.00245065
29 0.0447897 0.00159508
30 0.0504479 0.00193317
31 0.0481283 0.00166458
32 0.0485456 0.0013625
33 0.0488803 0.00142797
34 0.0488289 0.00140418
35 0.0504226 0.00140435
36 0.0488891 0.00137254
37 0.049085 0.00137383
38 0.0483135 0.00149628
39 0.0476974 0.00182025
40 0.0514617 0.00141933
41 0.0455967 0.0016432
42 0.0499366 0.00144391
43 0.0479555 0.00146845
44 0.0478419 0.00143529
45 0.0487931 0.00147453
46 0.0503648 0.00161445
47 0.0499277 0.00170142
48 0.0484318 0.00165313
49 0.0489762 0.00165982
50 0.0506702 0.00200066
51 0.0490514 0.0020232
52 0.0477059 0.00159038
53 0.0515205 0.00164304
54 0.0467369 0.00167468
55 0.0459305 0.00172784
56 0.0505393 0.00168566
57 0.0492877 0.00167775
58 0.0468282 0.00166991
59 -nan -nan
