0.0169981 0.0148144
0.0391999 0.0167953
0.0575205 0.0187487
0.0380824 0.0203671
0.0237771 0.0217234
0.0603159 0.0133688
0.0402253 0.0141224
-nan -nan
0.0495007 0.0157545
-nan -nan
0.0163715 0.0145143
0.028851 0.0152145
0.0427681 0.0158569
0.0548407 0.0146814
0.0376655 0.0137524
0.0409552 0.0129366
0.0782013 0.013425
0.039159 0.0142702
0.0606172 0.0132136
0.057089 0.014457
0.0553347 0.0133912
0.0623807 0.0140651
0.0335054 0.0139291
0.0676877 0.0221324
0.0485943 0.0129813
0.045473 0.0136732
0.0347424 0.0124983
0.0501333 0.0134193
0.0390336 0.0207422
0.0346716 0.0123839
0.0460406 0.0154736
0.0463431 0.0134058
0.0394724 0.0104467
0.0328099 0.0110729
0.0573145 0.0108414
0.0421794 0.0112259
0.037595 0.0101015
0.0523799 0.0104796
0.0338184 0.0113307
0.0209696 0.0135113
0.0349889 0.0106821
0.043009 0.0128831
0.0318012 0.0113055
0.0378395 0.0120072
0.0449638 0.0108145
0.0484462 0.0120541
0.0517242 0.0128941
0.0257859 0.014422
0.0466253 0.0146408
0.05555 0.0139623
0.0241429 0.0180856
0.0245363 0.0189358
0.0215758 0.0139469
0.0445781 0.01396
0.0270186 0.0138693
0.047662 0.0144234
0.0554182 0.0146769
0.040682 0.0147264
0.0265652 0.0147593
-nan -nan
