0.0497904 0.0019997
0.0548021 0.00209011
0.0538444 0.0021758
0.051166 0.00247374
0.0508354 0.00280901
0.0506511 0.00169598
0.046822 0.00171233
0.0495247 0.00179278
0.0500582 0.00187125
-nan -nan
0.0434819 0.00189262
0.054519 0.00199861
0.0486798 0.00200587
0.0524488 0.00183378
0.0486148 0.00180242
0.0484153 0.00156651
0.0499298 0.00161634
0.0496082 0.00166122
0.0493191 0.00164688
0.0518961 0.00165491
0.0505962 0.00159914
0.0492624 0.00160342
0.0487836 0.00158587
0.0437477 0.00257286
0.0499017 0.00158923
0.046262 0.00166567
0.0504957 0.00158791
0.0519755 0.00166295
0.0502366 0.00244012
0.0458743 0.00158415
0.0509521 0.00191775
0.0497748 0.00172694
0.04843 0.00136397
0.0499895 0.00142524
0.0495253 0.00140584
0.0505746 0.00141473
0.0499543 0.00137717
0.0495765 0.00137579
0.0484748 0.00150239
0.0491772 0.00182569
0.0511472 0.00142646
0.0469226 0.00164838
0.0489898 0.00144559
0.0477974 0.00147358
0.0478223 0.00143551
0.0499332 0.00147749
0.0505868 0.00162673
0.0503699 0.00168383
0.0485605 0.00165778
0.0488029 0.00165211
0.0514203 0.00197925
0.0494874 0.00196426
0.0492086 0.00157445
0.051754 0.00161154
0.0465438 0.00165478
0.0462809 0.00170444
0.0493055 0.00164927
0.0504589 0.00165303
0.0474836 0.00164008
-nan -nan
