0.0498495 0.00219615
0.0556889 0.0023082
0.0530702 0.0023489
0.0517823 0.00273099
0.0500033 0.00306341
0.0540312 0.00187169
0.0465631 0.00187681
-nan -nan
0.0505299 0.00205548
-nan -nan
0.0442616 0.00206601
0.0473641 0.00208963
0.049137 0.0020853
0.0539729 0.00200279
0.0489498 0.00196651
0.0482622 0.00172776
0.0479145 0.00178007
0.0472427 0.00182567
0.0499359 0.00182616
0.0506957 0.00183359
0.0501537 0.00176231
0.0490204 0.0017704
0.048382 0.00175457
0.0422495 0.00286258
0.0501084 0.00174575
0.0461148 0.00184004
0.0516436 0.00174531
0.0511618 0.00182074
0.0500373 0.00268561
0.0452385 0.00173721
0.0529728 0.00210626
0.0489234 0.00181925
0.0497308 0.00148261
0.0509887 0.00155529
0.0486201 0.00152839
0.0509759 0.00152959
0.0505112 0.00149031
0.0508442 0.0014955
0.047886 0.00163329
0.0481301 0.00198307
0.0506161 0.00154322
0.0451763 0.00177423
0.0485817 0.00155664
0.0494128 0.00158469
0.0501789 0.00156047
0.0501566 0.00161307
0.05207 0.00176432
0.0478156 0.00185593
0.0484412 0.00181159
0.0498897 0.00181337
0.0522003 0.00218545
0.0504556 0.00220142
0.0483995 0.00174286
0.0516662 0.00179891
0.048053 0.00182805
0.0461522 0.00188559
0.0504305 0.00183274
0.0496118 0.00183004
0.0476456 0.00181848
-nan -nan
