FG time = 3604	BG time = 545.034
5	0	0
15	0	0
25	0	0
35	0	0
45	0.00166482	0
55	0.0233074	0.00183475
65	0.105716	0.00550424
75	0.172863	0.00917374
85	0.228635	0.00183475
95	0.237236	0.00550424
105	0.263041	0.00550424
115	0.274417	0.00550424
125	0.286071	0.0036695
135	0.304939	0.00183475
145	0.318535	0.0036695
155	0.340177	0.00550424
165	0.349889	0.00183475
175	0.35849	0.00183475
185	0.350721	0.00183475
195	0.345727	0.00183475
205	0.373196	0
215	0.355438	0
225	0.36293	0.00183475
235	0.377636	0.0036695
245	0.364595	0.00550424
255	0.396781	0.00183475
265	0.364872	0
275	0.362375	0.00183475
285	0.349611	0.0036695
295	0.349889	0
305	0.361543	0.0036695
315	0.343507	0
325	0.350166	0.0036695
335	0.3399	0.00183475
345	0.3399	0
355	0.3202	0
365	0.336015	0.00183475
375	0.311598	0.0036695
385	0.302442	0
395	0.297447	0.00183475
405	0.287736	0.0036695
415	0.311043	0.00183475
425	0.286348	0.0036695
435	0.27636	0.00183475
445	0.265261	0
455	0.240843	0
465	0.241121	0
475	0.221698	0.0036695
485	0.212542	0.00183475
495	0.217813	0
505	0.218091	0.00183475
515	0.200055	0.00183475
525	0.193951	0.00183475
535	0.167869	0.0036695
545	0.156493	0
555	0.144839	0.0036695
565	0.143174	0
575	0.134573	0.00183475
585	0.127358	0.0036695
595	0.122087	0.00183475
605	0.11182	0.0036695
615	0.0996115	0
625	0.0923973	0
635	0.0840732	0
645	0.0710322	0
655	0.0671476	0.00550424
665	0.059101	0.00183475
675	0.0518868	0.00183475
685	0.0402331	0
695	0.0388457	0
705	0.031909	0.00183475
715	0.0280244	0.00183475
725	0.022475	0.0036695
735	0.0180355	0
745	0.0147059	0.00183475
755	0.00887902	0.0036695
765	0.00832408	0.00183475
775	0.00804661	0
785	0.0072142	0.0036695
795	0.00443951	0.0036695
805	0.00388457	0
815	0.00277469	0
825	0.00221976	0.00183475
835	0.00249722	0
845	0.00194229	0.00183475
855	0.00305216	0.00183475
865	0.00221976	0.0036695
875	0.00138735	0.00183475
885	0.00249722	0
895	0.00305216	0
905	0.00277469	0.00183475
915	0.00305216	0.0036695
925	0.000554939	0.00183475
935	0.00194229	0
945	0.00277469	0.00183475
955	0.00166482	0
965	0.00221976	0
975	0.00194229	0.00550424
985	0.00138735	0.00183475
995	0.00138735	0.00183475
1005	0.00194229	0.00183475
1015	0.00249722	0.0036695
1025	0.00194229	0
1035	0.00110988	0.0036695
1045	0.00110988	0
1055	0.00138735	0
1065	0.00166482	0.00550424
1075	0.00305216	0.00183475
1085	0.00166482	0
1095	0.00221976	0.00183475
1105	0.00194229	0.0036695
1115	0.000554939	0.00183475
1125	0.000832408	0.0036695
1135	0.0036071	0.00183475
1145	0.00221976	0
1155	0.00138735	0
1165	0.00110988	0
1175	0.00166482	0.00550424
1185	0.00110988	0.00183475
1195	0.00110988	0.00183475
