FG time = 3313.24	BG time = 733.378
5	0	0
15	0	0
25	0	0
35	0	0
45	0.00241455	0
55	0.00694184	0.00545421
65	0.0295783	0.00409066
75	0.0706257	0.00954487
85	0.0836039	0.00681776
95	0.113484	0.00954487
105	0.117106	0.00545421
115	0.123444	0.00409066
125	0.131895	0.00681776
135	0.136724	0.00136355
145	0.155135	0.00681776
155	0.132499	0.00545421
165	0.133102	0.00272711
175	0.145175	0.00272711
185	0.13431	0.00136355
195	0.149702	0
205	0.149401	0.00409066
215	0.153928	0.00136355
225	0.158153	0
235	0.148495	0
245	0.140044	0.00409066
255	0.155437	0
265	0.13944	0.00136355
275	0.138233	0.00136355
285	0.156946	0
295	0.141855	0.00136355
305	0.141553	0.00681776
315	0.141553	0
325	0.145175	0.00272711
335	0.134008	0
345	0.140346	0.00409066
355	0.135819	0
365	0.134008	0
375	0.12435	0
385	0.124651	0
395	0.117106	0
405	0.112277	0.00136355
415	0.113484	0.00136355
425	0.111673	0
435	0.100204	0
445	0.0887349	0.00136355
455	0.102619	0
465	0.0938658	0
475	0.0875276	0.00136355
485	0.0893385	0.00136355
495	0.0823967	0.00272711
505	0.0760584	0.00136355
515	0.0778694	0.00136355
525	0.0727384	0
535	0.0679093	0.00272711
545	0.0670039	0.00136355
555	0.0591566	0.00272711
565	0.060062	0.00136355
575	0.0470838	0
585	0.0491965	0.00136355
595	0.0452729	0.00272711
605	0.0428583	0.00409066
615	0.0440656	0.00136355
625	0.0347092	0.00272711
635	0.0328983	0
645	0.0319928	0.00272711
655	0.0271637	0.00272711
665	0.0265601	0.00136355
675	0.0247492	0.00409066
685	0.0238437	0.00136355
695	0.0156946	0
705	0.0114691	0
715	0.0114691	0
725	0.0105637	0.00136355
735	0.00875276	0.00272711
745	0.00875276	0.00409066
755	0.00875276	0
765	0.00301819	0.00136355
775	0.00482911	0.00409066
785	0.00241455	0.00136355
795	0.00271637	0.00272711
805	0.00543275	0.00545421
815	0.00392365	0.00136355
825	0.00271637	0.00136355
835	0.00181092	0
845	0.0015091	0
855	0.000905458	0.00136355
865	0.00120728	0.00272711
875	0.00181092	0.00136355
885	0.00181092	0.00136355
895	0.00120728	0.00272711
905	0.00120728	0.00136355
915	0.00120728	0.00136355
925	0.00181092	0.00136355
935	0.000905458	0.00136355
945	0.0015091	0.00136355
955	0.00241455	0.00136355
965	0.00271637	0.00272711
975	0.000301819	0
985	0.00181092	0.00272711
995	0.000905458	0
1005	0.00181092	0
1015	0.000603638	0.00136355
1025	0.00120728	0
1035	0.00181092	0.00136355
1045	0.000905458	0.00136355
1055	0.0015091	0.00136355
1065	0.00181092	0.00136355
1075	0.0015091	0
1085	0.00181092	0
1095	0.00120728	0
1105	0.00241455	0
1115	0.000905458	0
1125	0.00211273	0.00136355
1135	0.00181092	0.00272711
1145	0.000905458	0
1155	0.00211273	0
1165	0.000603638	0.00136355
1175	0.000905458	0.00272711
1185	0.00120728	0.00136355
1195	0.0015091	0.00272711
