FG time = 3604	BG time = 545.034
5	0	0
15	0	0
25	0	0
35	0	0
45	0.00166482	0
55	0.0233074	0.00183475
65	0.105716	0.00550424
75	0.172586	0.00917374
85	0.228635	0.00183475
95	0.236404	0.00550424
105	0.260544	0.00550424
115	0.271365	0.00550424
125	0.279967	0.00183475
135	0.294118	0.00183475
145	0.307159	0.00183475
155	0.323252	0.00550424
165	0.331576	0.00183475
175	0.33879	0
185	0.332963	0.00183475
195	0.322697	0.00183475
205	0.351554	0
215	0.338235	0
225	0.33879	0.00183475
235	0.353773	0.0036695
245	0.342397	0.00183475
255	0.370699	0
265	0.345727	0
275	0.340732	0
285	0.327691	0.00183475
295	0.332408	0
305	0.34323	0.0036695
315	0.324639	0
325	0.330466	0.00183475
335	0.31798	0.00183475
345	0.313818	0
355	0.299944	0
365	0.316593	0
375	0.294673	0.00183475
385	0.283296	0
395	0.280799	0
405	0.270255	0.00183475
415	0.296615	0.00183475
425	0.26859	0
435	0.258601	0.00183475
445	0.250277	0
455	0.22586	0
465	0.226692	0
475	0.213651	0
485	0.200333	0.00183475
495	0.20727	0
505	0.207547	0
515	0.189512	0.00183475
525	0.182297	0
535	0.160932	0
545	0.147059	0
555	0.137347	0.00183475
565	0.13485	0
575	0.127081	0.00183475
585	0.120422	0.0036695
595	0.115427	0
605	0.105716	0.0036695
615	0.095172	0
625	0.0882353	0
635	0.0788013	0
645	0.0682575	0
655	0.0618757	0.0036695
665	0.0549389	0
675	0.049667	0
685	0.0388457	0
695	0.0363485	0
705	0.0294118	0.00183475
715	0.0266371	0.00183475
725	0.0219201	0.0036695
735	0.0169256	0
745	0.0127636	0.00183475
755	0.00749167	0.00183475
765	0.00665927	0.00183475
775	0.00693673	0
785	0.00610433	0.00183475
795	0.00416204	0.0036695
805	0.00332963	0
815	0.00194229	0
825	0.00138735	0
835	0.000832408	0
845	0.000832408	0.00183475
855	0.00221976	0
865	0.00110988	0.0036695
875	0.000832408	0.00183475
885	0.00194229	0
895	0.00138735	0
905	0.00110988	0
915	0.00138735	0
925	0	0
935	0.000554939	0
945	0.00110988	0.00183475
955	0.000554939	0
965	0.000832408	0
975	0.000554939	0.00183475
985	0.000277469	0
995	0.000554939	0
1005	0.00110988	0
1015	0.000832408	0.00183475
1025	0.00166482	0
1035	0.000832408	0.0036695
1045	0.000832408	0
1055	0.000832408	0
1065	0.000277469	0.0036695
1075	0.00249722	0.00183475
1085	0.00110988	0
1095	0.00138735	0.00183475
1105	0.00138735	0
1115	0.000554939	0
1125	0.000554939	0
1135	0.00166482	0.00183475
1145	0.00110988	0
1155	0.000277469	0
1165	0.000554939	0
1175	0.00110988	0.00183475
1185	0.000554939	0.00183475
1195	0.000832408	0
