FG time = 3012.92	BG time = 613.592
5	0	0
15	0	0
25	0	0
35	0	0
45	0.00165952	0
55	0.0182547	0
65	0.0607384	0
75	0.096584	0
85	0.122141	0
95	0.142387	0
105	0.148361	0
115	0.174913	0
125	0.164956	0
135	0.18122	0
145	0.185866	0
155	0.198147	0
165	0.210759	0
175	0.222044	0
185	0.218393	0
195	0.210095	0
205	0.217729	0
215	0.21972	0
225	0.227354	0
235	0.225031	0
245	0.208436	0
255	0.217729	0
265	0.21972	0
275	0.20744	0
285	0.215074	0
295	0.207772	0
305	0.229014	0
315	0.219388	0
325	0.218061	0
335	0.208436	0
345	0.203457	0
355	0.182547	0
365	0.201466	0
375	0.19184	0
385	0.191177	0
395	0.196487	0
405	0.187858	0
415	0.170267	0
425	0.164292	0
435	0.166284	0
445	0.166284	0
455	0.154335	0
465	0.145706	0
475	0.135085	0
485	0.146702	0
495	0.124132	0
505	0.120149	0
515	0.111852	0
525	0.111188	0
535	0.103886	0
545	0.10455	0
555	0.0992393	0
565	0.0836398	0
575	0.0716912	0
585	0.0806526	0
595	0.0710274	0
605	0.0696998	0
615	0.0653851	0
625	0.0597427	0
635	0.0477942	0
645	0.0355137	0
655	0.0394966	0
665	0.034518	0
675	0.0272161	0
685	0.0245609	0
695	0.0255566	0
705	0.0202461	0
715	0.0126123	0
725	0.0119485	0
735	0.010289	0
745	0.00929331	0
755	0.00531046	0
765	0.00564237	0
775	0.00365094	0
785	0.00365094	0
795	0.00232333	0
805	0.00199142	0
815	0.00199142	0
825	0.000331904	0
835	0.000331904	0
845	0	0
855	0	0
865	0	0
875	0	0
885	0	0
895	0	0
905	0	0
915	0	0
925	0	0
935	0	0
945	0	0
955	0	0
965	0	0
975	0	0
985	0	0
995	0	0
1005	0	0
1015	0	0
1025	0	0
1035	0	0
1045	0	0
1055	0	0
1065	0	0
1075	0	0
1085	0	0
1095	0	0
1105	0	0
1115	0	0
1125	0	0
1135	0	0
1145	0	0
1155	0	0
1165	0	0
1175	0	0
1185	0	0
1195	0	0
