FG time = 3251.19	BG time = 485.761
5	0	0
15	0	0
25	0	0
35	0	0
45	0.00184548	0
55	0.0138411	0
65	0.0639766	0.00205862
75	0.137796	0.0102931
85	0.175013	0.0082345
95	0.220227	0.0123517
105	0.246679	0.00617587
115	0.256829	0.0123517
125	0.272823	0
135	0.268825	0.00617587
145	0.282974	0
155	0.287587	0.0102931
165	0.302043	0.00411725
175	0.283589	0.00617587
185	0.306965	0.0082345
195	0.314039	0.0082345
205	0.321421	0.00617587
215	0.329418	0.00205862
225	0.309425	0.00617587
235	0.331571	0
245	0.321729	0.00411725
255	0.307272	0.00205862
265	0.322959	0.00617587
275	0.310041	0.00411725
285	0.318653	0.00205862
295	0.285127	0.00205862
305	0.290663	0.00411725
315	0.3165	0
325	0.300506	0
335	0.291278	0.00205862
345	0.270055	0.0082345
355	0.263596	0
365	0.284819	0
375	0.266979	0.00205862
385	0.272516	0.00205862
395	0.248832	0.00205862
405	0.238067	0.00205862
415	0.220535	0
425	0.233146	0
435	0.230377	0.00205862
445	0.21346	0.00205862
455	0.207616	0.00411725
465	0.195621	0
475	0.197159	0.00205862
485	0.180242	0.00411725
495	0.175013	0.00205862
505	0.171322	0
515	0.158404	0
525	0.139949	0.00411725
535	0.145485	0.00617587
545	0.131952	0.00205862
555	0.128876	0.00205862
565	0.113497	0
575	0.109806	0.00205862
585	0.116265	0
595	0.0947346	0.00205862
605	0.0904285	0.00205862
615	0.079048	0
625	0.0747419	0.00205862
635	0.0698206	0.00205862
645	0.0679752	0.00617587
655	0.0541341	0.00411725
665	0.0495204	0.00205862
675	0.0458294	0.00205862
685	0.0332186	0.00205862
695	0.0319883	0
705	0.0316807	0.00205862
715	0.0221458	0.00411725
725	0.0187624	0.00205862
735	0.0193775	0.00617587
745	0.0092274	0.00411725
755	0.015379	0.00205862
765	0.00799708	0.00205862
775	0.0076895	0.00205862
785	0.00645918	0.00205862
795	0.00338338	0
805	0.00276822	0
815	0.0046137	0
825	0.00430612	0.00205862
835	0.00246064	0.00411725
845	0.00369096	0.00205862
855	0.00092274	0.00205862
865	0.00184548	0
875	0.00184548	0
885	0.00430612	0
895	0.00123032	0.0082345
905	0.00215306	0.00205862
915	0.00215306	0
925	0.00246064	0.00205862
935	0.00276822	0.00205862
945	0.00276822	0.00205862
955	0.00215306	0.00205862
965	0.00276822	0.00205862
975	0.00184548	0.00205862
985	0.0015379	0.00205862
995	0.00123032	0.00617587
1005	0.00338338	0.00205862
1015	0.0030758	0.00411725
1025	0.00246064	0.00205862
1035	0.00184548	0.00205862
1045	0.00184548	0
1055	0.00215306	0
1065	0.00246064	0.00205862
1075	0.00092274	0
1085	0.00092274	0
1095	0.00123032	0.00411725
1105	0.00338338	0.00411725
1115	0.0015379	0.00411725
1125	0.0030758	0.00205862
1135	0.00215306	0.00205862
1145	0.00276822	0.00411725
1155	0.00184548	0.00205862
1165	0.00092274	0.00205862
1175	0.00276822	0.00205862
1185	0.00184548	0
1195	0.0015379	0.00411725
