FG time = 2269	BG time = 726.096
5	0	0
15	0	0
25	0	0
35	0.000440724	0
45	0.00264434	0
55	0.012781	0
65	0.0639049	0
75	0.144117	0
85	0.185985	0
95	0.247246	0
105	0.265756	0
115	0.279419	0
125	0.310269	0
135	0.294403	0
145	0.28647	0
155	0.296166	0
165	0.342883	0
175	0.346409	0
185	0.348172	0
195	0.333628	0
205	0.351697	0
215	0.333187	0
225	0.349934	0
235	0.36536	0
245	0.355223	0
255	0.347731	0
265	0.368445	0
275	0.32878	0
285	0.336272	0
295	0.35302	0
305	0.351257	0
315	0.337594	0
325	0.349053	0
335	0.341561	0
345	0.315558	0
355	0.327458	0
365	0.309829	0
375	0.313354	0
385	0.2922	0
395	0.280741	0
405	0.290437	0
415	0.255179	0
425	0.253857	0
435	0.251212	0
445	0.242839	0
455	0.252975	0
465	0.222565	0
475	0.202292	0
485	0.211107	0
495	0.193918	0
505	0.196563	0
515	0.181137	0
525	0.177171	0
535	0.155575	0
545	0.147202	0
555	0.148965	0
565	0.130895	0
575	0.12164	0
585	0.108859	0
595	0.113266	0
605	0.0996035	0
615	0.0819746	0
625	0.087704	0
635	0.0691936	0
645	0.0639049	0
655	0.0564126	0
665	0.0480389	0
675	0.046276	0
685	0.0356986	0
695	0.0317321	0
705	0.0277656	0
715	0.0282063	0
725	0.0242398	0
735	0.0149846	0
745	0.0149846	0
755	0.00837375	0
765	0.00572941	0
775	0.00705158	0
785	0.00396651	0
795	0.00528868	0
805	0.00264434	0
815	0.00220362	0
825	0.00220362	0
835	0.00220362	0
845	0.000881447	0
855	0.000440724	0
865	0.000881447	0
875	0	0
885	0	0
895	0	0
905	0.000440724	0
915	0	0
925	0	0
935	0	0
945	0	0
955	0	0
965	0	0
975	0	0
985	0	0
995	0	0
1005	0	0
1015	0	0
1025	0	0
1035	0	0
1045	0	0
1055	0	0
1065	0	0
1075	0	0
1085	0	0
1095	0	0
1105	0	0
1115	0	0
1125	0	0
1135	0	0
1145	0	0
1155	0	0
1165	0	0
1175	0	0
1185	0	0
1195	0	0
