FG time = 864.656	BG time = 355.602
5	0	0
15	0	0
25	0	0
35	0	0
45	0	0
55	0	0
65	0	0
75	0	0
85	0	0
95	0.00346959	0
105	0	0
115	0.00346959	0
125	0	0
135	0.0115653	0
145	0.0115653	0.00281213
155	0.0161914	0
165	0.0173479	0
175	0.0185045	0
185	0.0150349	0.00281213
195	0.0208175	0
205	0.0127218	0.00281213
215	0.021974	0
225	0.0231306	0.00562427
235	0.0115653	0
245	0.0185045	0
255	0.0161914	0
265	0.0150349	0
275	0.0104088	0
285	0.0150349	0
295	0.00231306	0
305	0.00925223	0
315	0.0104088	0
325	0.0115653	0.00281213
335	0.0138783	0
345	0.00925223	0
355	0.00462612	0
365	0.0080957	0
375	0.00693917	0
385	0.00462612	0
395	0.00578264	0
405	0.00231306	0
415	0.00115653	0
425	0.0080957	0
435	0.00231306	0
445	0.00462612	0
455	0.00462612	0
465	0.00115653	0.00281213
475	0.00462612	0
485	0.00346959	0
495	0.00231306	0
505	0	0
515	0.00346959	0
525	0.00115653	0
535	0.00115653	0
545	0.00115653	0
555	0	0
565	0.00115653	0
575	0	0
585	0.00115653	0
595	0.00231306	0
605	0.00115653	0
615	0.00231306	0
625	0	0
635	0.00231306	0
645	0.00231306	0
655	0	0
665	0	0
675	0	0
685	0.00115653	0
695	0.00231306	0
705	0	0
715	0	0
725	0.00115653	0
735	0	0
745	0	0
755	0	0
765	0	0
775	0.00115653	0
785	0.00115653	0
795	0	0
805	0	0
815	0.00115653	0
825	0	0
835	0	0
845	0	0
855	0	0
865	0	0
875	0	0
885	0	0
895	0	0
905	0	0
915	0	0
925	0	0
935	0	0
945	0	0
955	0	0
965	0.00231306	0
975	0	0
985	0	0
995	0.00115653	0
1005	0	0
1015	0.00115653	0
1025	0	0
1035	0.00115653	0
1045	0	0
1055	0	0
1065	0	0
1075	0	0
1085	0	0
1095	0	0
1105	0	0
1115	0	0
1125	0	0
1135	0	0
1145	0	0
1155	0	0.00281213
1165	0	0.00281213
1175	0	0
1185	0	0
1195	0	0
