FG time = 3604	BG time = 545.034
5	0	0
15	0	0
25	0	0
35	0	0
45	0	0
55	0	0
65	0	0
75	0	0
85	0	0
95	0	0
105	0	0
115	0	0
125	0	0
135	0.000277469	0
145	0.000277469	0
155	0.000832408	0
165	0.0036071	0
175	0.00388457	0
185	0.00443951	0
195	0.00610433	0
205	0.00610433	0
215	0.00416204	0
225	0.00776914	0
235	0.00915649	0
245	0.00860155	0
255	0.0127636	0.00183475
265	0.0099889	0
275	0.0105438	0
285	0.00915649	0.00183475
295	0.0113762	0
305	0.00943396	0
315	0.00971143	0
325	0.0105438	0.00183475
335	0.0110988	0
345	0.0141509	0
355	0.0124861	0
365	0.0130411	0.00183475
375	0.0119312	0.00183475
385	0.0127636	0
395	0.0122087	0.00183475
405	0.0124861	0
415	0.0108213	0
425	0.0124861	0.0036695
435	0.0122087	0
445	0.0124861	0
455	0.0119312	0
465	0.0102664	0
475	0.00693673	0.0036695
485	0.00776914	0
495	0.00860155	0
505	0.00776914	0.00183475
515	0.00776914	0
525	0.00943396	0.00183475
535	0.00527192	0.0036695
545	0.00693673	0
555	0.00693673	0.00183475
565	0.00610433	0
575	0.00665927	0
585	0.00554939	0
595	0.00499445	0.00183475
605	0.00499445	0
615	0.00332963	0
625	0.00249722	0
635	0.00443951	0
645	0.00249722	0
655	0.00443951	0.00183475
665	0.0036071	0.00183475
675	0.00166482	0.00183475
685	0.00138735	0
695	0.00194229	0
705	0.00166482	0
715	0.00138735	0
725	0.000277469	0
735	0.00110988	0
745	0.00194229	0
755	0.000832408	0
765	0.00166482	0
775	0.00110988	0
785	0.00110988	0.00183475
795	0	0
805	0	0
815	0.000832408	0
825	0.000832408	0
835	0.00166482	0
845	0.00110988	0
855	0.000832408	0.00183475
865	0.00110988	0
875	0.000554939	0
885	0.000554939	0
895	0.00166482	0
905	0.00138735	0.00183475
915	0.00138735	0.0036695
925	0.000554939	0.00183475
935	0.00138735	0
945	0.00110988	0
955	0.000832408	0
965	0.00138735	0
975	0.00110988	0.00183475
985	0.00110988	0.00183475
995	0.000554939	0.00183475
1005	0.000554939	0.00183475
1015	0.00138735	0.00183475
1025	0.000277469	0
1035	0.000277469	0
1045	0.000277469	0
1055	0.000554939	0
1065	0.00110988	0.00183475
1075	0.000554939	0
1085	0.000554939	0
1095	0.000832408	0
1105	0.000554939	0.0036695
1115	0	0
1125	0.000277469	0.0036695
1135	0.00166482	0
1145	0.00110988	0
1155	0.00110988	0
1165	0.000554939	0
1175	0.000554939	0.00183475
1185	0.000554939	0
1195	0.000277469	0
