FG time = 3313.12	BG time = 615.632
5	0	0
15	0	0
25	0	0
35	0	0
45	0	0
55	0	0
65	0	0
75	0	0
85	0	0
95	0	0
105	0.00030183	0
115	0.00211281	0
125	0.00392379	0
135	0.00362196	0.00162435
145	0.00664026	0.00162435
155	0.00694209	0
165	0.00845124	0.00162435
175	0.00452745	0.00162435
185	0.00633843	0
195	0.00694209	0.0032487
205	0.00996039	0
215	0.00694209	0.00487304
225	0.00573477	0
235	0.00875307	0
245	0.0060366	0.0032487
255	0.00362196	0
265	0.00422562	0.0032487
275	0.00543294	0
285	0.00452745	0
295	0.00422562	0
305	0.00513111	0
315	0.00422562	0
325	0.00150915	0
335	0.00422562	0
345	0.00332013	0
355	0.0030183	0
365	0.00271647	0
375	0.00211281	0
385	0.00241464	0
395	0.00150915	0
405	0.00332013	0
415	0.00120732	0
425	0.00211281	0
435	0.0030183	0
445	0.00150915	0
455	0.00120732	0
465	0.00060366	0
475	0.00150915	0
485	0.00150915	0
495	0.00090549	0
505	0.00120732	0
515	0.00060366	0
525	0.00150915	0
535	0.00090549	0
545	0.00060366	0
555	0.00090549	0
565	0.00090549	0
575	0.00060366	0
585	0.00090549	0
595	0	0
605	0.00060366	0
615	0.00060366	0
625	0	0
635	0.00030183	0
645	0	0
655	0.00060366	0
665	0	0
675	0.00030183	0
685	0	0
695	0	0
705	0	0
715	0.00030183	0
725	0.00060366	0
735	0.00030183	0
745	0	0
755	0.00030183	0
765	0	0
775	0.00060366	0
785	0	0
795	0	0.00162435
805	0	0
815	0	0
825	0.00030183	0
835	0	0
845	0	0
855	0	0
865	0	0
875	0.00030183	0
885	0.00030183	0.00162435
895	0.00060366	0
905	0	0
915	0	0
925	0.00030183	0
935	0	0.00162435
945	0	0.00162435
955	0	0
965	0	0.00162435
975	0	0
985	0.00030183	0
995	0.00030183	0
1005	0	0
1015	0	0
1025	0	0
1035	0	0
1045	0	0
1055	0	0.00162435
1065	0	0
1075	0	0
1085	0	0
1095	0	0
1105	0.00030183	0
1115	0.00030183	0
1125	0	0
1135	0.00030183	0
1145	0	0
1155	0.00060366	0
1165	0	0
1175	0.00090549	0
1185	0	0
1195	0	0.00162435
