FG time = 3013	BG time = 613.918
5	0	0
15	0	0
25	0	0
35	0.000331895	0
45	0.00497843	0
55	0.0209094	0
65	0.069698	0
75	0.143379	0
85	0.161965	0
95	0.18221	0
105	0.201128	0
115	0.194159	0
125	0.20843	0
135	0.218719	0
145	0.212413	0
155	0.238964	0
165	0.234318	0
175	0.221042	0
185	0.240956	0
195	0.255227	0
205	0.24162	0
215	0.270163	0
225	0.255891	0
235	0.247262	0
245	0.246266	0
255	0.239628	0
265	0.262861	0
275	0.23996	0
285	0.243611	0
295	0.245602	0
305	0.25224	0
315	0.234982	0
325	0.2539	0
335	0.239296	0
345	0.233654	0
355	0.230667	0
365	0.221042	0
375	0.23299	0
385	0.229008	0
395	0.216396	0
405	0.207766	0
415	0.199469	0
425	0.193495	0
435	0.189844	0
445	0.198805	0
455	0.16993	0
465	0.167275	0
475	0.169598	0
485	0.159973	0
495	0.152008	0
505	0.1384	0
515	0.139064	0
525	0.126452	0
535	0.112844	0
545	0.117823	0
555	0.102224	0
565	0.0995685	0
575	0.0849652	0
585	0.0819781	0
595	0.0740126	0
605	0.0750083	0
615	0.0667109	0
625	0.0610687	0
635	0.0534351	0
645	0.0391636	0
655	0.0438102	0
665	0.0384998	0
675	0.0298706	0
685	0.0328576	0
695	0.0248921	0
705	0.018918	0
715	0.0165948	0
725	0.0139396	0
735	0.0146034	0
745	0.00763359	0
755	0.00929306	0
765	0.00497843	0
775	0.00232327	0
785	0.00431464	0
795	0.00199137	0
805	0.00165948	0
815	0.00066379	0
825	0	0
835	0.000331895	0
845	0	0
855	0	0
865	0	0
875	0	0
885	0	0
895	0	0
905	0	0
915	0	0
925	0	0
935	0	0
945	0	0
955	0	0
965	0	0
975	0	0
985	0	0
995	0	0
1005	0	0
1015	0	0
1025	0	0
1035	0	0
1045	0	0
1055	0	0
1065	0	0
1075	0	0
1085	0	0
1095	0	0
1105	0	0
1115	0	0
1125	0	0
1135	0	0
1145	0	0
1155	0	0
1165	0	0
1175	0	0
1185	0	0
1195	0	0
