FG time = 3605	BG time = 505.405
5	0	0
15	0	0
25	0.000277392	0
35	0.000277392	0
45	0.0072122	0.00197861
55	0.0371706	0.00197861
65	0.124827	0.00791444
75	0.202496	0.00395722
85	0.233564	0.00395722
95	0.25853	0.00593583
105	0.283495	0.00791444
115	0.303745	0.00791444
125	0.310402	0
135	0.310402	0
145	0.320111	0
155	0.358668	0.00791444
165	0.339806	0.00197861
175	0.351733	0.00197861
185	0.361165	0.00197861
195	0.350346	0
205	0.363384	0
215	0.369209	0
225	0.36172	0
235	0.360055	0.00593583
245	0.383356	0
255	0.37337	0
265	0.413037	0
275	0.400554	0
285	0.366435	0
295	0.355894	0.00197861
305	0.381692	0.00197861
315	0.361997	0
325	0.34785	0.00395722
335	0.356726	0
345	0.341747	0
355	0.33509	0.00197861
365	0.330374	0.00395722
375	0.342857	0.00395722
385	0.326768	0
395	0.316505	0.00197861
405	0.293204	0.00197861
415	0.302635	0
425	0.28932	0.00395722
435	0.2957	0.00197861
445	0.281276	0
455	0.275728	0
465	0.240499	0
475	0.247434	0
485	0.255478	0
495	0.231068	0
505	0.229126	0
515	0.210818	0
525	0.202774	0.00395722
535	0.193897	0.00197861
545	0.187517	0
555	0.162552	0.00197861
565	0.163661	0
575	0.153121	0
585	0.155894	0
595	0.129542	0
605	0.124272	0.00197861
615	0.113453	0
625	0.106519	0
635	0.100416	0.00197861
645	0.0934812	0
655	0.0776698	0
665	0.0751733	0
675	0.0732316	0
685	0.0610263	0.00197861
695	0.0521498	0
705	0.0535367	0.00197861
715	0.0382801	0.00197861
725	0.0324549	0.00197861
735	0.0277392	0
745	0.0216366	0
755	0.014147	0.00197861
765	0.0147018	0
775	0.0130374	0
785	0.0147018	0
795	0.00610263	0.00197861
805	0.00638002	0
815	0.00748959	0.00197861
825	0.00499306	0
835	0.00249653	0.00197861
845	0.00305132	0.00197861
855	0.00249653	0.00197861
865	0.00166435	0.00197861
875	0.000277392	0.00197861
885	0.00138696	0
895	0.00138696	0.00197861
905	0.00249653	0
915	0.000832177	0
925	0.00138696	0.00197861
935	0.000832177	0.00197861
945	0.000277392	0
955	0.00166435	0
965	0.00138696	0.00197861
975	0.00138696	0
985	0.00221914	0
995	0.000554785	0.00593583
1005	0.00138696	0
1015	0	0
1025	0.00138696	0.00197861
1035	0.000832177	0
1045	0.000832177	0.00197861
1055	0.00138696	0
1065	0.00221914	0
1075	0.00166435	0.00197861
1085	0.000277392	0
1095	0.000554785	0.00197861
1105	0.00166435	0
1115	0.00138696	0.00197861
1125	0.00138696	0
1135	0.000554785	0.00395722
1145	0.000832177	0
1155	0.00138696	0
1165	0.00166435	0
1175	0	0
1185	0.000277392	0.00395722
1195	0.000277392	0
