FG time = 3244.27	BG time = 485.47
5	0	0
15	0	0
25	0	0
35	0	0
45	0	0
55	0	0
65	0	0
75	0	0
85	0	0
95	0	0
105	0	0
115	0.000308236	0
125	0.000924707	0
135	0.00154118	0
145	0.00123294	0
155	0.00246588	0
165	0.00339059	0
175	0.00400706	0
185	0.00708942	0
195	0.00678118	0
205	0.00647295	0
215	0.00708942	0
225	0.0114047	0
235	0.00770589	0
245	0.0123294	0
255	0.0144871	0.00205986
265	0.0123294	0
275	0.00986354	0
285	0.0129459	0
295	0.0095553	0.00205986
305	0.0135624	0.00205986
315	0.0141788	0.00205986
325	0.0107882	0
335	0.0166447	0
345	0.01048	0
355	0.0126377	0
365	0.0120212	0
375	0.00832236	0.00205986
385	0.0107882	0
395	0.0123294	0
405	0.0086306	0
415	0.00647295	0
425	0.01048	0
435	0.0095553	0
445	0.00986354	0
455	0.0095553	0
465	0.00801413	0
475	0.0138706	0.00205986
485	0.00893883	0
495	0.0110965	0
505	0.0086306	0
515	0.0043153	0.00205986
525	0.00770589	0.00205986
535	0.00554824	0
545	0.0043153	0.00411972
555	0.00739765	0.00205986
565	0.00524001	0
575	0.00462353	0
585	0.00339059	0
595	0.00308236	0
605	0.00339059	0.00205986
615	0.00246588	0
625	0.0043153	0
635	0.00123294	0
645	0.0043153	0
655	0.00215765	0
665	0.00184941	0
675	0.00400706	0
685	0.00277412	0
695	0.00184941	0.00205986
705	0.000308236	0
715	0.000308236	0
725	0.000616471	0
735	0.000616471	0
745	0.000616471	0
755	0.000924707	0
765	0.000308236	0
775	0	0.00205986
785	0.000924707	0.00205986
795	0.000616471	0
805	0.000924707	0.00411972
815	0.00123294	0.00205986
825	0.000308236	0
835	0.000616471	0
845	0.000308236	0
855	0.00154118	0.00205986
865	0	0.00205986
875	0.000616471	0
885	0.000616471	0
895	0.000616471	0.00205986
905	0.000616471	0
915	0.00184941	0.00205986
925	0.00123294	0
935	0.000308236	0
945	0.00123294	0.00205986
955	0.000616471	0
965	0.000924707	0
975	0.00123294	0
985	0.000924707	0
995	0.000308236	0
1005	0.000616471	0
1015	0.000924707	0.00411972
1025	0.000308236	0.00205986
1035	0	0.00205986
1045	0.000616471	0
1055	0.00184941	0
1065	0.000924707	0
1075	0	0
1085	0.000308236	0.00205986
1095	0.000924707	0
1105	0.000616471	0
1115	0.00123294	0.00205986
1125	0.000308236	0
1135	0.000924707	0
1145	0.000308236	0
1155	0.000924707	0
1165	0.000924707	0
1175	0.000308236	0
1185	0.00215765	0
1195	0.000616471	0
