FG time = 3337	BG time = 614.003
5	0	0
15	0	0
25	0	0
35	0.00029967	0
45	0.000899011	0
55	0.00719209	0
65	0.0314654	0.0146579
75	0.0533413	0.00977194
85	0.0494456	0.00651463
95	0.0485466	0.00814328
105	0.0608331	0.00325731
115	0.0617321	0.00651463
125	0.0542403	0
135	0.0635301	0.00325731
145	0.0566377	0.00325731
155	0.0611328	0.00488597
165	0.0611328	0.00162866
175	0.0590351	0.00325731
185	0.0626311	0.00488597
195	0.0623314	0.00325731
205	0.0686245	0.00325731
215	0.0572371	0.00162866
225	0.0686245	0
235	0.0620318	0
245	0.0590351	0.00162866
255	0.0623314	0.00162866
265	0.0626311	0
275	0.0617321	0.00488597
285	0.0608331	0.00325731
295	0.0608331	0.00488597
305	0.0641295	0.00488597
315	0.0539407	0.00162866
325	0.0578364	0
335	0.0629308	0
345	0.0494456	0.00162866
355	0.0548397	0
365	0.0494456	0
375	0.0605334	0.00162866
385	0.0479473	0.00162866
395	0.0479473	0
405	0.0473479	0.00162866
415	0.0512436	0
425	0.0428529	0.00162866
435	0.0491459	0
445	0.0386575	0.00162866
455	0.0386575	0
465	0.0428529	0
475	0.0386575	0
485	0.0383578	0
495	0.0383578	0.00162866
505	0.0347618	0.00325731
515	0.0371591	0
525	0.0326641	0
535	0.0332634	0
545	0.0311657	0
555	0.0338628	0
565	0.029068	0
575	0.0224753	0.00325731
585	0.0167815	0
595	0.0251723	0
605	0.0191789	0
615	0.022775	0.00325731
625	0.0197782	0.00162866
635	0.0116871	0.00162866
645	0.0170812	0
655	0.0101888	0
665	0.0128858	0.00162866
675	0.0125862	0.00325731
685	0.00899011	0.00162866
695	0.00599341	0.00162866
705	0.00749176	0
715	0.00569374	0.00162866
725	0.00389572	0
735	0.00479473	0.00325731
745	0.0029967	0
755	0.00329637	0
765	0.00449506	0.00162866
775	0.00179802	0.00162866
785	0.00269703	0
795	0.00359605	0
805	0.00269703	0
815	0.00119868	0.00162866
825	0.00209769	0
835	0.00209769	0
845	0.00119868	0.00162866
855	0.00119868	0.00325731
865	0.00119868	0.00162866
875	0.00179802	0.00162866
885	0.000899011	0.00162866
895	0.000599341	0.00325731
905	0.00149835	0.00162866
915	0.00119868	0.00162866
925	0.00119868	0
935	0.000599341	0
945	0.00269703	0.00325731
955	0.00149835	0.00162866
965	0.00179802	0
975	0.00149835	0.00162866
985	0.000599341	0
995	0.00119868	0.00325731
1005	0.00149835	0
1015	0.000599341	0.00162866
1025	0.00029967	0
1035	0.00119868	0.00162866
1045	0.000899011	0.00162866
1055	0.00119868	0.00162866
1065	0.000599341	0
1075	0.000599341	0
1085	0.000899011	0
1095	0.000599341	0
1105	0.00119868	0.00325731
1115	0.000599341	0.00162866
1125	0.000599341	0.00325731
1135	0.00179802	0
1145	0.00149835	0
1155	0.000899011	0
1165	0.00119868	0
1175	0.00029967	0
1185	0.000899011	0.00162866
1195	0.000899011	0.00325731
