FG time = 1757.28	BG time = 435.045
5	0	0
15	0	0
25	0.000569063	0
35	0.00113813	0
45	0.0045525	0
55	0.0113813	0
65	0.0483703	0
75	0.0739782	0
85	0.0990169	0
95	0.116658	0
105	0.124625	0
115	0.116089	0
125	0.147956	0
135	0.172995	0
145	0.155354	0
155	0.162752	0
165	0.159338	0
175	0.176979	0
185	0.190636	0
195	0.189498	0
205	0.182669	0
215	0.176979	0
225	0.162183	0
235	0.199172	0
245	0.159907	0
255	0.170719	0
265	0.158199	0
275	0.176409	0
285	0.192343	0
295	0.178686	0
305	0.181531	0
315	0.155923	0
325	0.167304	0
335	0.150802	0
345	0.174133	0
355	0.169012	0
365	0.166166	0
375	0.145111	0
385	0.150802	0
395	0.148525	0
405	0.134868	0
415	0.144542	0
425	0.138851	0
435	0.126332	0
445	0.126332	0
455	0.118934	0
465	0.130884	0
475	0.100724	0
485	0.106415	0
495	0.101293	0
505	0.0984479	0
515	0.101293	0
525	0.0899119	0
535	0.0825141	0
545	0.0699947	0
555	0.0660113	0
565	0.0688566	0
575	0.0625969	0
585	0.0643041	0
595	0.0574754	0
605	0.0512157	0
615	0.0472322	0
625	0.0443869	0
635	0.0352819	0
645	0.0330056	0
655	0.0278841	0
665	0.0347128	0
675	0.0176409	0
685	0.0204863	0
695	0.0130884	0
705	0.0153647	0
715	0.0147956	0
725	0.0113813	0
735	0.0147956	0
745	0.00682875	0
755	0.00398344	0
765	0.00398344	0
775	0.00227625	0
785	0.00284531	0
795	0.000569063	0
805	0.00113813	0
815	0.00170719	0
825	0	0
835	0.000569063	0
845	0	0
855	0	0
865	0	0
875	0	0
885	0	0
895	0.000569063	0
905	0	0
915	0	0
925	0	0
935	0	0
945	0	0
955	0	0
965	0	0
975	0	0
985	0	0
995	0	0
1005	0	0
1015	0	0
1025	0	0
1035	0	0
1045	0	0
1055	0	0
1065	0	0
1075	0	0
1085	0	0
1095	0	0
1105	0	0
1115	0	0
1125	0	0
1135	0	0
1145	0	0
1155	0	0
1165	0	0
1175	0	0
1185	0	0
1195	0	0
