FG time = 2269	BG time = 726.096
5	0	0
15	0	0
25	0	0
35	0	0
45	0.000440724	0
55	0.0198326	0
65	0.0599384	0
75	0.126928	0
85	0.170119	0
95	0.22565	0
105	0.223447	0
115	0.252975	0
125	0.237991	0
135	0.264434	0
145	0.275893	0
155	0.271486	0
165	0.280741	0
175	0.27413	0
185	0.300573	0
195	0.296607	0
205	0.299692	0
215	0.288233	0
225	0.32305	0
235	0.301896	0
245	0.310269	0
255	0.29264	0
265	0.30454	0
275	0.309388	0
285	0.300133	0
295	0.289555	0
305	0.277656	0
315	0.291318	0
325	0.28603	0
335	0.289115	0
345	0.266638	0
355	0.267519	0
365	0.274571	0
375	0.243279	0
385	0.260027	0
395	0.253416	0
405	0.230058	0
415	0.24372	0
425	0.21331	0
435	0.220802	0
445	0.217277	0
455	0.214192	0
465	0.204055	0
475	0.193478	0
485	0.15249	0
495	0.178493	0
505	0.172764	0
515	0.161746	0
525	0.143676	0
535	0.148965	0
545	0.12781	0
555	0.124725	0
565	0.114147	0
575	0.0960777	0
585	0.0987221	0
595	0.0969592	0
605	0.100485	0
615	0.074923	0
625	0.0683121	0
635	0.0696343	0
645	0.0564126	0
655	0.0586162	0
665	0.049361	0
675	0.0321728	0
685	0.0339357	0
695	0.0260027	0
705	0.0268841	0
715	0.0220362	0
725	0.0211547	0
735	0.0171882	0
745	0.0132217	0
755	0.00837375	0
765	0.00837375	0
775	0.00705158	0
785	0.00264434	0
795	0.00264434	0
805	0.00352579	0
815	0.00132217	0
825	0.000440724	0
835	0.00132217	0
845	0.00132217	0
855	0.000881447	0
865	0.000440724	0
875	0	0
885	0	0
895	0	0
905	0	0
915	0.000440724	0
925	0	0
935	0	0
945	0	0
955	0	0
965	0	0
975	0	0
985	0	0
995	0	0
1005	0	0
1015	0	0
1025	0	0
1035	0	0
1045	0	0
1055	0	0
1065	0	0
1075	0	0
1085	0	0
1095	0	0
1105	0	0
1115	0	0
1125	0	0
1135	0	0
1145	0	0
1155	0	0
1165	0	0
1175	0	0
1185	0	0
1195	0	0
