FG time = 2269	BG time = 726.096
5	0	0
15	0	0
25	0	0
35	0	0
45	0	0
55	0	0
65	0	0
75	0	0
85	0	0
95	0	0
105	0.000440724	0
115	0.000440724	0
125	0.000440724	0
135	0.00132217	0
145	0.00396651	0
155	0.00176289	0
165	0.00308506	0
175	0.00440724	0
185	0.00617013	0
195	0.00705158	0
205	0.00484796	0.00137723
215	0.00793302	0
225	0.00969592	0
235	0.00925519	0.00137723
245	0.00572941	0
255	0.0110181	0
265	0.00793302	0
275	0.00661085	0
285	0.0123403	0
295	0.0114588	0
305	0.00661085	0
315	0.0118995	0
325	0.0110181	0.00275446
335	0.0114588	0.00137723
345	0.00793302	0.00137723
355	0.0101366	0
365	0.00925519	0
375	0.0101366	0.00137723
385	0.00969592	0
395	0.00793302	0
405	0.00617013	0.00137723
415	0.00925519	0
425	0.0110181	0.00275446
435	0.0074923	0
445	0.0074923	0
455	0.00396651	0.00137723
465	0.00617013	0
475	0.00352579	0
485	0.00617013	0
495	0.00528868	0
505	0.00793302	0
515	0.00661085	0
525	0.00484796	0
535	0.00308506	0
545	0.00264434	0
555	0.00528868	0
565	0.00132217	0.00275446
575	0.00440724	0.00137723
585	0.00308506	0
595	0.00528868	0
605	0.00264434	0
615	0.00132217	0
625	0.00572941	0
635	0.00352579	0
645	0.00132217	0
655	0.00132217	0.00137723
665	0.00396651	0.00137723
675	0.000881447	0
685	0.00176289	0.00137723
695	0.00176289	0
705	0.00132217	0
715	0.000440724	0
725	0.000881447	0
735	0.00132217	0.00137723
745	0.00132217	0.00137723
755	0.00176289	0.00137723
765	0.000440724	0.00137723
775	0.00176289	0
785	0.000440724	0
795	0.000440724	0
805	0	0
815	0.000881447	0
825	0.000440724	0
835	0.000440724	0
845	0	0.00137723
855	0	0
865	0	0
875	0.00132217	0.00137723
885	0	0.00275446
895	0	0
905	0.000440724	0
915	0.000440724	0
925	0.000440724	0
935	0.000440724	0
945	0.000881447	0
955	0	0.00137723
965	0	0
975	0.00176289	0
985	0.000881447	0.00137723
995	0.000881447	0
1005	0.000881447	0
1015	0.000440724	0.00275446
1025	0.000440724	0
1035	0.000440724	0.00137723
1045	0.000440724	0
1055	0.000881447	0.00137723
1065	0.000440724	0
1075	0.000440724	0
1085	0.000881447	0.00275446
1095	0	0
1105	0.00132217	0.00137723
1115	0.000440724	0
1125	0.000881447	0
1135	0.000440724	0
1145	0.000881447	0.00137723
1155	0.000881447	0
1165	0.000881447	0.00137723
1175	0	0.00137723
1185	0.000881447	0
1195	0.000881447	0
