FG time = 3019	BG time = 615.128
5	0	0
15	0	0
25	0	0
35	0	0
45	0	0
55	0	0
65	0	0
75	0	0
85	0.000331236	0
95	0	0
105	0.000662471	0
115	0.00231865	0
125	0.00364359	0
135	0.00761842	0.00162568
145	0.00861213	0
155	0.00695595	0
165	0.00430606	0.00162568
175	0.00894336	0.00325135
185	0.005631	0.00162568
195	0.00596224	0
205	0.00960583	0
215	0.00596224	0
225	0.0092746	0.00162568
235	0.00662471	0.00325135
245	0.00364359	0.00162568
255	0.00629348	0.00162568
265	0.00728718	0
275	0.0046373	0
285	0.00629348	0.00325135
295	0.00298112	0
305	0.00529977	0
315	0.00496853	0
325	0.00828089	0
335	0.0046373	0
345	0.00198741	0
355	0.00496853	0
365	0.00331236	0
375	0.00264988	0.00162568
385	0.00364359	0
395	0.00331236	0
405	0.00298112	0
415	0.00132494	0
425	0.00331236	0
435	0.000993707	0
445	0.00132494	0
455	0.00298112	0
465	0.00231865	0
475	0.00165618	0
485	0.00132494	0.00162568
495	0	0
505	0.000331236	0
515	0.000993707	0
525	0.00198741	0
535	0.000993707	0
545	0.000662471	0
555	0.000993707	0
565	0.000331236	0
575	0.000993707	0
585	0.000662471	0
595	0.000662471	0
605	0.000331236	0
615	0.000331236	0
625	0	0
635	0.000662471	0
645	0	0
655	0.000662471	0
665	0.00132494	0
675	0.000662471	0
685	0.000331236	0
695	0.000662471	0
705	0.000331236	0.00162568
715	0.000331236	0
725	0	0
735	0.000331236	0
745	0	0.00162568
755	0.000662471	0
765	0	0
775	0.000331236	0
785	0	0
795	0.000331236	0
805	0	0
815	0	0
825	0	0
835	0	0
845	0	0
855	0	0
865	0	0
875	0.000331236	0
885	0	0
895	0	0
905	0	0
915	0	0
925	0	0
935	0	0
945	0	0
955	0	0.00162568
965	0.000331236	0
975	0	0
985	0	0
995	0	0
1005	0	0
1015	0.000331236	0
1025	0	0
1035	0.000331236	0
1045	0	0
1055	0	0.00162568
1065	0	0
1075	0	0
1085	0	0
1095	0	0
1105	0	0
1115	0	0
1125	0	0
1135	0.000331236	0
1145	0	0
1155	0	0
1165	0	0
1175	0	0
1185	0	0
1195	0	0
