FG time = 3171	BG time = 485.858
5	0	0
15	0	0
25	0	0
35	0	0
45	0	0.00205821
55	0.00756859	0.00205821
65	0.0457269	0.00411643
75	0.10596	0.00411643
85	0.12772	0.00411643
95	0.13182	0.00823286
105	0.154525	0.0123493
115	0.163355	0
125	0.17187	0.00617464
135	0.188899	0.00411643
145	0.187323	0.00411643
155	0.196468	0.00205821
165	0.196783	0.00411643
175	0.192999	0.00205821
185	0.204037	0.00205821
195	0.20309	0
205	0.209082	0
215	0.201198	0
225	0.217597	0
235	0.201514	0.00205821
245	0.212236	0
255	0.203406	0.00205821
265	0.214759	0.00617464
275	0.20309	0.00411643
285	0.214443	0
295	0.199621	0
305	0.209398	0
315	0.196468	0.00205821
325	0.183538	0.00205821
335	0.190161	0
345	0.198675	0
355	0.184169	0
365	0.183538	0.00411643
375	0.176285	0
385	0.186692	0.00205821
395	0.186061	0
405	0.168401	0.00205821
415	0.15011	0
425	0.157364	0.00411643
435	0.146641	0
445	0.139073	0.00205821
455	0.137181	0.00205821
465	0.13245	0
475	0.130243	0
485	0.117313	0
495	0.113844	0
505	0.115106	0.00205821
515	0.101861	0
525	0.111321	0.00411643
535	0.104068	0
545	0.0886155	0
555	0.0848313	0
565	0.085462	0
575	0.0835698	0
585	0.0703248	0
595	0.077578	0
605	0.0485651	0.00205821
615	0.0479344	0
625	0.0469883	0.00205821
635	0.0460422	0
645	0.0444655	0
655	0.0419426	0.00205821
665	0.0309051	0
675	0.0309051	0
685	0.0249133	0.00411643
695	0.022075	0
705	0.0214443	0
715	0.0163986	0
725	0.0107222	0
735	0.0126143	0
745	0.00946073	0.00205821
755	0.00851466	0.00617464
765	0.00662251	0.00411643
775	0.00567644	0.00205821
785	0.00346894	0
795	0.0022075	0.00205821
805	0.00157679	0
815	0.0022075	0
825	0.0022075	0.00205821
835	0.00126143	0
845	0.00126143	0.00205821
855	0.000630716	0
865	0.00189215	0
875	0.000315358	0
885	0.00189215	0
895	0.00126143	0
905	0.000946073	0.00205821
915	0.000630716	0
925	0	0
935	0.000315358	0.00205821
945	0.000630716	0
955	0.00126143	0.00205821
965	0.000946073	0
975	0.00157679	0.00411643
985	0.000630716	0
995	0.00126143	0
1005	0.00126143	0
1015	0	0
1025	0.000946073	0.00205821
1035	0.000630716	0
1045	0.000315358	0
1055	0.000315358	0
1065	0.000315358	0.00205821
1075	0.00157679	0
1085	0.000315358	0.00205821
1095	0.00157679	0
1105	0.000946073	0
1115	0.000315358	0
1125	0.000315358	0
1135	0.000315358	0
1145	0.000315358	0.00205821
1155	0.000315358	0
1165	0.000946073	0
1175	0.00126143	0.00205821
1185	0.000630716	0
1195	0.000630716	0
