FG time = 3409.14	BG time = 724.483
5	0	0
15	0	0
25	0	0
35	0	0
45	0	0
55	0	0
65	0	0
75	0	0
85	0	0
95	0	0
105	0	0.0013803
115	0.000586658	0
125	0.00175997	0
135	0.00293329	0
145	0.00410661	0.0013803
155	0.00527992	0.0013803
165	0.00762656	0.00414089
175	0.00791989	0
185	0.00791989	0.0013803
195	0.0111465	0
205	0.00821322	0.00276059
215	0.00879987	0
225	0.0070399	0
235	0.00879987	0
245	0.00821322	0
255	0.0049866	0
265	0.00674657	0
275	0.00586658	0
285	0.00645324	0
295	0.00733323	0
305	0.00557325	0
315	0.00733323	0
325	0.00439994	0
335	0.00469327	0
345	0.00645324	0
355	0.00351995	0
365	0.00322662	0
375	0.00322662	0
385	0.00351995	0
395	0.00293329	0
405	0.00175997	0.0013803
415	0.00322662	0
425	0.00146665	0
435	0.00322662	0
445	0.00263996	0
455	0.00146665	0
465	0.00293329	0
475	0.00117332	0
485	0.0020533	0
495	0.0020533	0
505	0.000879987	0
515	0.000586658	0
525	0.00117332	0
535	0.00117332	0
545	0.00146665	0
555	0.00117332	0
565	0.00117332	0
575	0.000293329	0
585	0.000293329	0
595	0.000586658	0
605	0.000879987	0
615	0.000879987	0
625	0	0
635	0.000879987	0
645	0	0.0013803
655	0.000586658	0
665	0	0
675	0.000293329	0
685	0.000293329	0
695	0.000586658	0.0013803
705	0	0
715	0	0
725	0.000586658	0
735	0.000293329	0
745	0.000293329	0
755	0	0
765	0	0
775	0	0
785	0	0
795	0	0
805	0	0
815	0	0
825	0.000293329	0
835	0	0
845	0	0
855	0.000293329	0
865	0	0
875	0	0
885	0.000293329	0
895	0.000293329	0
905	0	0
915	0	0
925	0	0
935	0	0
945	0.000293329	0
955	0	0
965	0	0
975	0	0
985	0	0
995	0.000293329	0
1005	0	0
1015	0	0
1025	0	0
1035	0.000293329	0
1045	0	0
1055	0	0
1065	0	0
1075	0	0
1085	0	0
1095	0.000293329	0
1105	0	0
1115	0	0
1125	0	0
1135	0	0
1145	0	0
1155	0.000879987	0
1165	0	0
1175	0	0
1185	0	0
1195	0	0
