FG time = 3613	BG time = 485.909
5	0	0
15	0	0
25	0	0
35	0	0
45	0	0
55	0	0
65	0	0
75	0	0
85	0	0
95	0	0
105	0.000830335	0
115	0.00193745	0.002058
125	0.0038749	0
135	0.00581235	0.002058
145	0.00858013	0
155	0.0113479	0
165	0.0138389	0.002058
175	0.00941046	0
185	0.0132854	0
195	0.0116247	0.002058
205	0.0121782	0.002058
215	0.0116247	0
225	0.0116247	0.002058
235	0.00774979	0
245	0.0116247	0.002058
255	0.00885691	0
265	0.00774979	0.002058
275	0.0119015	0
285	0.0105176	0.002058
295	0.00941046	0
305	0.00719624	0
315	0.00691946	0
325	0.00802657	0
335	0.00332134	0
345	0.00941046	0.002058
355	0.00470523	0
365	0.00525879	0
375	0.0038749	0
385	0.00608912	0.002058
395	0.0038749	0
405	0.00332134	0
415	0.00332134	0
425	0.00442845	0
435	0.00193745	0
445	0.00442845	0
455	0.00276778	0.002058
465	0.00138389	0
475	0.00276778	0
485	0.00276778	0
495	0.00110711	0.002058
505	0.00221423	0
515	0.00304456	0
525	0.00110711	0
535	0.00166067	0
545	0.00332134	0
555	0.00166067	0
565	0.00221423	0
575	0.00110711	0
585	0.00138389	0
595	0.000830335	0.002058
605	0.00138389	0
615	0.000276778	0
625	0	0
635	0.000830335	0
645	0.000553557	0
655	0.000276778	0
665	0.000830335	0
675	0.000276778	0
685	0.000276778	0
695	0.000553557	0
705	0.000553557	0
715	0	0
725	0.000553557	0
735	0.00110711	0
745	0	0
755	0	0
765	0.000276778	0
775	0	0
785	0.000553557	0
795	0	0
805	0	0
815	0	0
825	0	0
835	0	0
845	0	0.002058
855	0	0
865	0	0
875	0.000276778	0
885	0	0.002058
895	0	0
905	0	0
915	0	0
925	0	0
935	0	0
945	0.000276778	0
955	0	0
965	0.000276778	0
975	0	0
985	0	0
995	0	0
1005	0	0
1015	0.000276778	0
1025	0.000553557	0
1035	0	0
1045	0.000276778	0
1055	0	0
1065	0	0
1075	0	0
1085	0	0
1095	0	0
1105	0	0
1115	0	0
1125	0	0
1135	0.000276778	0
1145	0.000276778	0
1155	0	0
1165	0	0
1175	0	0
1185	0	0
1195	0	0
