FG time = 1937.38	BG time = 494.619
5	0	0
15	0	0
25	0	0
35	0	0
45	0	0
55	0	0
65	0	0
75	0	0
85	0	0
95	0	0
105	0	0
115	0	0
125	0	0
135	0.00103232	0
145	0.00154848	0
155	0.00154848	0
165	0.00154848	0
175	0.000516161	0
185	0.00361312	0
195	0.00154848	0.00202176
205	0.0025808	0
215	0.00516161	0
225	0.00309696	0
235	0.0025808	0
245	0.00516161	0
255	0.00309696	0.00202176
265	0.00361312	0
275	0.00464544	0
285	0.00929089	0.00202176
295	0.00567777	0
305	0.00567777	0
315	0.00722625	0
325	0.00567777	0
335	0.00361312	0
345	0.00464544	0
355	0.00309696	0.00202176
365	0.00722625	0
375	0.00361312	0
385	0.00412928	0
395	0.00619393	0.00202176
405	0.00567777	0
415	0.00516161	0.00202176
425	0.00567777	0
435	0.00722625	0.00202176
445	0.00361312	0
455	0.00309696	0
465	0.00464544	0.00202176
475	0.00361312	0
485	0.00619393	0
495	0.00361312	0
505	0.0025808	0
515	0.00464544	0
525	0.00361312	0.00404352
535	0.00206464	0.00202176
545	0.00361312	0
555	0.00464544	0
565	0.00309696	0
575	0.00464544	0
585	0.00309696	0
595	0.000516161	0.00202176
605	0.00206464	0
615	0.0025808	0
625	0.00309696	0
635	0.00103232	0
645	0.00103232	0.00202176
655	0.00361312	0.00202176
665	0.00103232	0.00202176
675	0.00103232	0.00202176
685	0.00206464	0.00202176
695	0.000516161	0
705	0.00103232	0.00202176
715	0.00154848	0
725	0.00103232	0.00202176
735	0.00103232	0.00404352
745	0.0025808	0.00202176
755	0.00103232	0
765	0.00154848	0
775	0.00154848	0
785	0.000516161	0
795	0.00103232	0.00202176
805	0.00103232	0.00404352
815	0.000516161	0
825	0	0
835	0.000516161	0.00202176
845	0.00103232	0
855	0.000516161	0.00404352
865	0.00154848	0
875	0.00103232	0
885	0	0.00202176
895	0	0.00202176
905	0.000516161	0
915	0	0
925	0.000516161	0.00202176
935	0.00154848	0.00202176
945	0.000516161	0.00202176
955	0.00206464	0
965	0.00154848	0
975	0.00103232	0.00202176
985	0.00154848	0
995	0.000516161	0
1005	0.00206464	0.00202176
1015	0.000516161	0.00202176
1025	0.000516161	0.00202176
1035	0.000516161	0
1045	0	0
1055	0.00103232	0.00202176
1065	0.00103232	0
1075	0	0
1085	0.00103232	0.00202176
1095	0.000516161	0
1105	0.00206464	0.00404352
1115	0	0.00202176
1125	0	0
1135	0	0
1145	0	0
1155	0.0025808	0
1165	0.000516161	0
1175	0	0.00202176
1185	0.00154848	0
1195	0.00103232	0
