FG time = 3122.64	BG time = 612.854
5	0	0
15	0	0
25	0	0
35	0.000320242	0
45	0.00320242	0
55	0.0131299	0.00815855
65	0.057003	0.00815855
75	0.110163	0.011422
85	0.123293	0.00652684
95	0.13322	0.00326342
105	0.141547	0.00489513
115	0.161722	0.00815855
125	0.147952	0.00163171
135	0.150514	0.00163171
145	0.166526	0.00815855
155	0.149553	0.00163171
165	0.153396	0.00163171
175	0.152115	0.00163171
185	0.164924	0
195	0.168447	0
205	0.184459	0.00163171
215	0.160441	0.00489513
225	0.168127	0.00326342
235	0.180296	0.00163171
245	0.155958	0.00163171
255	0.173251	0.00163171
265	0.160761	0
275	0.164604	0
285	0.15948	0
295	0.180936	0
305	0.161402	0
315	0.156598	0.00163171
325	0.164604	0.00489513
335	0.146991	0.00163171
345	0.148912	0
355	0.142187	0
365	0.15916	0
375	0.157879	0.00163171
385	0.153716	0.00163171
395	0.137063	0
405	0.133861	0.00163171
415	0.13322	0
425	0.122653	0
435	0.120091	0
445	0.118489	0
455	0.105359	0.00163171
465	0.114646	0.00163171
475	0.109202	0.00163171
485	0.108242	0
495	0.0922296	0
505	0.0935105	0
515	0.0903081	0
525	0.0762175	0
535	0.0774985	0
545	0.0774985	0.00163171
555	0.06629	0
565	0.0646888	0
575	0.0618066	0
585	0.0525196	0.00163171
595	0.0518791	0.00163171
605	0.0534803	0.00163171
615	0.0480362	0
625	0.0390695	0.00163171
635	0.0317039	0
645	0.0336254	0
655	0.0323444	0.00163171
665	0.0281813	0.00163171
675	0.0233776	0
685	0.0256193	0
695	0.0217764	0.00326342
705	0.0169728	0.00489513
715	0.0128097	0.00163171
725	0.0121692	0.00163171
735	0.0102477	0.00326342
745	0.00736556	0
755	0.00608459	0.00163171
765	0.00416314	0.00163171
775	0.00608459	0.00326342
785	0.00320242	0.00163171
795	0.00256193	0
805	0.00544411	0.00163171
815	0.00320242	0
825	0.00256193	0
835	0.00288217	0
845	0.000960725	0.00326342
855	0.00192145	0.00163171
865	0.00128097	0.00163171
875	0.000640483	0
885	0.00160121	0
895	0.00128097	0.00326342
905	0.00160121	0
915	0.00192145	0.00163171
925	0.00128097	0
935	0.00128097	0
945	0.000960725	0.00163171
955	0.000640483	0
965	0.000960725	0
975	0.000960725	0
985	0.000320242	0.00326342
995	0.00160121	0.00163171
1005	0.000960725	0.00652684
1015	0.00128097	0.00163171
1025	0.00192145	0
1035	0.000320242	0
1045	0.00128097	0.00326342
1055	0.000960725	0.00163171
1065	0.000960725	0
1075	0.000960725	0.00489513
1085	0.00160121	0.00163171
1095	0.000960725	0.00163171
1105	0.00128097	0
1115	0.00128097	0.00163171
1125	0.00128097	0.00489513
1135	0.00128097	0.00163171
1145	0.00160121	0
1155	0.00128097	0
1165	0.000960725	0
1175	0.000640483	0
1185	0.000640483	0
1195	0.000960725	0.00163171
