FG time = 3013	BG time = 613.918
5	0	0
15	0	0
25	0.000331895	0
35	0	0
45	0.000995685	0
55	0.0122801	0.00488665
65	0.053767	0.0097733
75	0.124793	0.0114022
85	0.148357	0.0097733
95	0.17159	0.0162888
105	0.168603	0.0162888
115	0.188185	0.0162888
125	0.195486	0.00488665
135	0.195486	0.00814442
145	0.217391	0.00325777
155	0.216396	0.00488665
165	0.226352	0.00651553
175	0.235646	0.00325777
185	0.217391	0
195	0.233654	0.00651553
205	0.208762	0.00325777
215	0.22071	0.0130311
225	0.229008	0
235	0.221706	0.00651553
245	0.230335	0
255	0.236973	0.00325777
265	0.231663	0.00162888
275	0.215732	0.00325777
285	0.225357	0.00325777
295	0.216064	0.00162888
305	0.211085	0
315	0.211417	0.00162888
325	0.19615	0.00162888
335	0.20312	0
345	0.205775	0.00488665
355	0.209758	0.00162888
365	0.191835	0.00325777
375	0.188848	0.00162888
385	0.188185	0.00325777
395	0.177232	0.00162888
405	0.183538	0.00651553
415	0.16993	0.00162888
425	0.171258	0
435	0.165948	0.00162888
445	0.163292	0.00162888
455	0.155659	0
465	0.1384	0
475	0.141387	0.00325777
485	0.128112	0.00488665
495	0.116827	0.00488665
505	0.133754	0.00162888
515	0.113176	0.00814442
525	0.112181	0.00325777
535	0.100564	0.00488665
545	0.0912712	0.00162888
555	0.0952539	0.00162888
565	0.0806505	0.00325777
575	0.0753402	0
585	0.0813143	0.00651553
595	0.0693661	0
605	0.0667109	0
615	0.0531032	0.00325777
625	0.0491205	0.00162888
635	0.0454696	0.00325777
645	0.0477929	0.00651553
655	0.0351809	0.00162888
665	0.0335214	0
675	0.0288749	0
685	0.0258878	0.00488665
695	0.0238964	0.00162888
705	0.0235646	0
715	0.0142715	0.00488665
725	0.0142715	0.00162888
735	0.0116163	0
745	0.00763359	0.00325777
755	0.00929306	0.00488665
765	0.00763359	0.00488665
775	0.00431464	0
785	0.00398274	0.00325777
795	0.00232327	0.00488665
805	0.00265516	0.00651553
815	0.00365085	0.00162888
825	0.00431464	0
835	0.00265516	0
845	0.000995685	0
855	0.00165948	0
865	0.00165948	0.00488665
875	0.00331895	0
885	0.00365085	0.00325777
895	0.00265516	0.00325777
905	0.00165948	0.00325777
915	0.00331895	0.00325777
925	0.00298706	0.00162888
935	0.00464653	0.00162888
945	0.00298706	0
955	0.00199137	0.00162888
965	0.00165948	0.00325777
975	0.00232327	0.00488665
985	0.00265516	0.00651553
995	0.00331895	0.00488665
1005	0.00365085	0
1015	0.000995685	0
1025	0.00331895	0.00162888
1035	0.00165948	0.00488665
1045	0.00199137	0.00325777
1055	0.00165948	0.00162888
1065	0.00298706	0.00162888
1075	0.00199137	0
1085	0.00165948	0
1095	0.00132758	0.00325777
1105	0.00265516	0.00162888
1115	0.00365085	0.00162888
1125	0.00232327	0.00162888
1135	0.00199137	0.00325777
1145	0.00265516	0.00162888
1155	0.00199137	0.00162888
1165	0.00132758	0
1175	0.000995685	0.00325777
1185	0.00165948	0
1195	0.00365085	0.00325777
