FG time = 3612	BG time = 485.978
5	0	0
15	0	0
25	0	0
35	0	0
45	0.00166113	0
55	0.0110742	0.0020577
65	0.0415283	0.00411541
75	0.111296	0.00823082
85	0.165006	0.0144039
95	0.178295	0.0144039
105	0.197951	0.00823082
115	0.211794	0.00823082
125	0.225083	0.00617311
135	0.234773	0.00617311
145	0.229236	0.00617311
155	0.232005	0.00823082
165	0.248339	0.00411541
175	0.25886	0.0020577
185	0.247509	0.0020577
195	0.257475	0.00411541
205	0.253046	0.0020577
215	0.255537	0.00411541
225	0.288206	0.00617311
235	0.269934	0.0020577
245	0.255537	0.00411541
255	0.260244	0.0020577
265	0.267442	0.0020577
275	0.25969	0.0020577
285	0.266335	0.0020577
295	0.257475	0.0020577
305	0.269103	0
315	0.241695	0.0020577
325	0.246678	0.0020577
335	0.243079	0.00411541
345	0.23422	0
355	0.235327	0
365	0.224806	0
375	0.226191	0
385	0.225637	0.0020577
395	0.23062	0.0020577
405	0.208749	0.0020577
415	0.196014	0
425	0.202104	0.0020577
435	0.200997	0
445	0.187985	0
455	0.183832	0
465	0.179956	0.0020577
475	0.160022	0
485	0.144795	0
495	0.157531	0
505	0.142304	0
515	0.133998	0.0020577
525	0.119601	0
535	0.121816	0.0020577
545	0.114341	0.00411541
555	0.114618	0
565	0.103544	0
575	0.0955151	0
585	0.0930234	0
595	0.0794575	0.0020577
605	0.0708749	0
615	0.0647841	0.00411541
625	0.0600776	0.00411541
635	0.0501108	0.0020577
645	0.0562016	0.0020577
655	0.0415283	0.00617311
665	0.0423589	0.00411541
675	0.0415283	0.00411541
685	0.0321152	0
695	0.0304541	0.00617311
705	0.0251938	0
715	0.0215947	0.0020577
725	0.0146733	0
735	0.0146733	0.0020577
745	0.0127353	0
755	0.0113511	0.00411541
765	0.0110742	0.00823082
775	0.00719824	0.0020577
785	0.0055371	0
795	0.00332226	0.00823082
805	0.00276855	0
815	0.0055371	0.0020577
825	0.00221484	0.0020577
835	0.00276855	0.00411541
845	0.00332226	0.0020577
855	0.00221484	0.0020577
865	0.00276855	0.0020577
875	0.00110742	0
885	0.00110742	0.0020577
895	0.0024917	0.0020577
905	0.00193799	0.0020577
915	0.00110742	0.0020577
925	0.00138428	0
935	0.00166113	0
945	0.00138428	0.0020577
955	0.00138428	0
965	0.0024917	0.0020577
975	0.00138428	0.0020577
985	0.000276855	0.0020577
995	0.00138428	0.00823082
1005	0.00166113	0
1015	0.00221484	0
1025	0.00055371	0.0020577
1035	0.00221484	0.0020577
1045	0.0024917	0.0020577
1055	0.00193799	0.0020577
1065	0.00138428	0.0020577
1075	0.00055371	0
1085	0.000830566	0
1095	0.00138428	0
1105	0.00138428	0.0020577
1115	0.00193799	0.0020577
1125	0.00138428	0
1135	0.00276855	0
1145	0.0024917	0.0020577
1155	0.00276855	0.0020577
1165	0.00055371	0.0020577
1175	0.00055371	0
1185	0.00055371	0
1195	0.000276855	0.0020577
