FG time = 2717	BG time = 494.879
5	0	0
15	0	0
25	0	0
35	0.00147221	0
45	0.0110416	0
55	0.0231874	0.0101035
65	0.0574163	0.00404139
75	0.112256	0.0141449
85	0.133603	0.0121242
95	0.139124	0.00808279
105	0.172617	0.00404139
115	0.171145	0.0020207
125	0.177034	0.00606209
135	0.181818	0.00808279
145	0.186235	0.0020207
155	0.189179	0.00404139
165	0.188811	0
175	0.17961	0.00606209
185	0.195436	0.0020207
195	0.183291	0.0020207
205	0.184763	0.0020207
215	0.193596	0.00404139
225	0.187339	0
235	0.176298	0
245	0.184395	0
255	0.179242	0.00404139
265	0.190284	0
275	0.177402	0
285	0.175929	0
295	0.169673	0
305	0.163784	0
315	0.165624	0.00606209
325	0.172985	0
335	0.161207	0
345	0.158631	0
355	0.165256	0.0020207
365	0.164152	0
375	0.156423	0.0020207
385	0.155318	0
395	0.156055	0
405	0.145749	0.0020207
415	0.141701	0.0020207
425	0.143173	0
435	0.137652	0
445	0.135812	0.0020207
455	0.127714	0
465	0.118881	0.00606209
475	0.110416	0.00606209
485	0.103791	0
495	0.102319	0
505	0.082812	0.00404139
515	0.10011	0
525	0.0820759	0.00606209
535	0.0798676	0
545	0.0809717	0.0020207
555	0.0750829	0
565	0.0673537	0
575	0.0625691	0.00404139
585	0.0618329	0.0020207
595	0.0588885	0.00404139
605	0.0544719	0
615	0.0434303	0.0020207
625	0.0312845	0
635	0.0327567	0.00404139
645	0.0426942	0.0020207
655	0.0298123	0.0020207
665	0.027972	0.0020207
675	0.0250276	0
685	0.0231874	0
695	0.0191388	0.0020207
705	0.0172985	0
715	0.0158263	0.00404139
725	0.00993744	0
735	0.0106735	0.0020207
745	0.00625691	0
755	0.00846522	0.00404139
765	0.00846522	0
775	0.00515275	0.0020207
785	0.0055208	0.0020207
795	0.00368053	0.00404139
805	0.00404859	0.0020207
815	0.00331248	0
825	0.00441664	0
835	0.00294443	0.00404139
845	0.00220832	0
855	0.00220832	0.0020207
865	0.00220832	0.00404139
875	0.00331248	0.00606209
885	0.00331248	0.00606209
895	0.00184027	0
905	0.00220832	0
915	0.00184027	0.00404139
925	0.000736107	0
935	0.00220832	0
945	0.000368053	0.0020207
955	0.00257637	0
965	0.00257637	0.0020207
975	0.00110416	0.00404139
985	0.00110416	0.0020207
995	0.00257637	0
1005	0.00257637	0.00404139
1015	0.000736107	0
1025	0.00184027	0
1035	0.00257637	0
1045	0.00184027	0.0020207
1055	0.00147221	0
1065	0.00294443	0.0020207
1075	0.00220832	0.00606209
1085	0.00110416	0.0020207
1095	0.00257637	0.0020207
1105	0.00184027	0.0020207
1115	0.00184027	0
1125	0.000736107	0.0020207
1135	0.00220832	0.00404139
1145	0.00220832	0
1155	0.00220832	0.0020207
1165	0.000736107	0.0020207
1175	0.00184027	0.0020207
1185	0.00184027	0
1195	0.00184027	0
