FG time = 3529.59	BG time = 734.079
5	0	0
15	0	0
25	0	0
35	0.000283319	0
45	0.00198323	0
55	0.00793293	0.00136225
65	0.0291818	0.00408675
75	0.0722463	0.00681126
85	0.100861	0.00681126
95	0.126643	0.00544901
105	0.126643	0.00408675
115	0.136843	0.00136225
125	0.122394	0.00544901
135	0.12211	0.0027245
145	0.13231	0.00408675
155	0.13316	0.00136225
165	0.111911	0
175	0.124944	0.0027245
185	0.129477	0
195	0.13316	0.00544901
205	0.13146	0.00408675
215	0.127493	0.00136225
225	0.130043	0.00136225
235	0.117011	0.0027245
245	0.12296	0.0027245
255	0.12721	0
265	0.117577	0
275	0.111628	0
285	0.111344	0.0027245
295	0.111061	0.0027245
305	0.113611	0.0027245
315	0.106528	0
325	0.107378	0.00136225
335	0.105111	0
345	0.106245	0.0027245
355	0.103978	0.0027245
365	0.097745	0.00136225
375	0.104545	0
385	0.0929286	0.00136225
395	0.0991616	0.00136225
405	0.0892454	0.00681126
415	0.0932119	0
425	0.0787626	0
435	0.084429	0.0027245
445	0.0815958	0.00408675
455	0.0818791	0
465	0.0736629	0
475	0.0730962	0.00136225
485	0.0747962	0
495	0.0708297	0.00408675
505	0.0631801	0
515	0.0705464	0.00136225
525	0.0626134	0
535	0.0592136	0
545	0.0501474	0
555	0.0473142	0.00136225
565	0.0501474	0.0027245
575	0.0473142	0
585	0.0407979	0
595	0.0351315	0
605	0.0405146	0.00136225
615	0.0337149	0
625	0.0283319	0.00136225
635	0.0240821	0.00136225
645	0.0274819	0.00408675
655	0.032015	0.00136225
665	0.0218155	0
675	0.0229488	0.00136225
685	0.0141659	0
695	0.00963284	0
705	0.0135993	0
715	0.00878288	0.00136225
725	0.0113328	0
735	0.0045331	0.00136225
745	0.00481642	0.00136225
755	0.00821624	0.00408675
765	0.00566638	0.00136225
775	0.00481642	0
785	0.00481642	0.0027245
795	0.00368314	0.00408675
805	0.00226655	0
815	0.00169991	0.00408675
825	0.00226655	0.0027245
835	0.00169991	0.00408675
845	0.00141659	0
855	0.00113328	0.0027245
865	0.00141659	0.00136225
875	0.00141659	0.00544901
885	0.000849956	0.00136225
895	0.00141659	0
905	0.00141659	0.00136225
915	0.00169991	0
925	0.00113328	0.00136225
935	0.000849956	0.00136225
945	0.000849956	0.0027245
955	0.00169991	0.00136225
965	0.000566638	0.00136225
975	0.000849956	0.00136225
985	0.00113328	0
995	0.000849956	0
1005	0.000283319	0.00136225
1015	0.000566638	0.00136225
1025	0.00198323	0.0027245
1035	0.000849956	0.0027245
1045	0.00141659	0.0027245
1055	0.000566638	0
1065	0.000849956	0.00136225
1075	0.000566638	0.00136225
1085	0.000849956	0
1095	0.000849956	0.00136225
1105	0.000283319	0.00136225
1115	0.00141659	0.0027245
1125	0.000849956	0.00408675
1135	0.000849956	0.00136225
1145	0.000566638	0.00136225
1155	0	0.00136225
1165	0.00113328	0
1175	0.000566638	0
1185	0.000849956	0.0027245
1195	0	0
