FG time = 3612	BG time = 485.978
5	0	0
15	0	0
25	0	0
35	0	0
45	0.00166113	0
55	0.0110742	0.0020577
65	0.0415283	0.00411541
75	0.111296	0.00823082
85	0.165006	0.0144039
95	0.178572	0.0144039
105	0.198782	0.00823082
115	0.215117	0.0102885
125	0.230067	0.00617311
135	0.24031	0.00617311
145	0.24031	0.00823082
155	0.243909	0.00823082
165	0.261074	0.00617311
175	0.276025	0.00617311
185	0.266058	0.00617311
195	0.275748	0.00617311
205	0.270764	0.0020577
215	0.270764	0.00617311
225	0.305648	0.00617311
235	0.291529	0.0020577
245	0.272702	0.00617311
255	0.27824	0.0020577
265	0.285161	0.00411541
275	0.27381	0.00411541
285	0.285715	0.00823082
295	0.275748	0.00411541
305	0.284884	0
315	0.261628	0.00411541
325	0.260244	0.00411541
335	0.256922	0.00617311
345	0.250277	0.0020577
355	0.248616	0
365	0.240587	0
375	0.241418	0
385	0.238096	0.00411541
395	0.245017	0.0020577
405	0.22093	0.0020577
415	0.206534	0
425	0.215393	0.00617311
435	0.212625	0
445	0.197398	0.0020577
455	0.192414	0
465	0.187708	0.00617311
475	0.17082	0
485	0.154208	0.0020577
495	0.165006	0
505	0.149779	0.0020577
515	0.143411	0.0020577
525	0.125139	0.0020577
535	0.126246	0.0020577
545	0.121816	0.00411541
555	0.119601	0
565	0.106036	0
575	0.101606	0
585	0.100222	0.00411541
595	0.0833334	0.0020577
605	0.0747509	0
615	0.0683832	0.00617311
625	0.063123	0.00411541
635	0.0531562	0.0020577
645	0.0584165	0.0020577
655	0.0448505	0.00823082
665	0.0451274	0.00411541
675	0.0431894	0.00411541
685	0.0354375	0
695	0.0321152	0.0102885
705	0.026855	0.0020577
715	0.0238096	0.0020577
725	0.0157807	0
735	0.0163345	0.0020577
745	0.0135659	0
755	0.0124585	0.00411541
765	0.0116279	0.0102885
775	0.00747509	0.0020577
785	0.00609082	0
795	0.00332226	0.00823082
805	0.00332226	0
815	0.00609082	0.00411541
825	0.00221484	0.00411541
835	0.00304541	0.00617311
845	0.00470654	0.0020577
855	0.00304541	0.0020577
865	0.00359912	0.0020577
875	0.00221484	0
885	0.00193799	0.00411541
895	0.00332226	0.0020577
905	0.0024917	0.0020577
915	0.00138428	0.0020577
925	0.00221484	0
935	0.0024917	0
945	0.00221484	0.0020577
955	0.00221484	0
965	0.00387597	0.00411541
975	0.0024917	0.0020577
985	0.00138428	0.0020577
995	0.00332226	0.00823082
1005	0.00221484	0
1015	0.00359912	0
1025	0.00138428	0.0020577
1035	0.00276855	0.0020577
1045	0.00498339	0.0020577
1055	0.00415283	0.00617311
1065	0.00221484	0.00411541
1075	0.00110742	0.00411541
1085	0.00193799	0.0020577
1095	0.0024917	0
1105	0.00166113	0.0020577
1115	0.00304541	0.0020577
1125	0.0024917	0
1135	0.00415283	0
1145	0.00332226	0.0020577
1155	0.00332226	0.0020577
1165	0.00138428	0.0020577
1175	0.000830566	0.0020577
1185	0.00276855	0
1195	0.000830566	0.00411541
