FG time = 2409.23	BG time = 365.709
5	0	0
15	0	0
25	0	0
35	0	0
45	0.00249042	0
55	0.0141124	0
65	0.0315453	0
75	0.0489782	0
85	0.0697317	0
95	0.0825989	0
105	0.100447	0
115	0.102522	0
125	0.118295	0
135	0.134898	0
145	0.134483	0
155	0.14984	0
165	0.151916	0
175	0.144444	0
185	0.175575	0
195	0.166858	0
205	0.181386	0
215	0.181801	0
225	0.190932	0
235	0.173914	0
245	0.182216	0
255	0.190517	0
265	0.17931	0
275	0.175575	0
285	0.194668	0
295	0.182631	0
305	0.200894	0
315	0.195913	0
325	0.171009	0
335	0.183046	0
345	0.177235	0
355	0.183046	0
365	0.178895	0
375	0.17848	0
385	0.174744	0
395	0.163122	0
405	0.173499	0
415	0.164368	0
425	0.153161	0
435	0.14569	0
445	0.137803	0
455	0.153576	0
465	0.131992	0
475	0.142369	0
485	0.141124	0
495	0.126181	0
505	0.106673	0
515	0.101277	0
525	0.100862	0
535	0.106673	0
545	0.0913154	0
555	0.0813537	0
565	0.0776181	0
575	0.070977	0
585	0.0742975	0
595	0.0718071	0
605	0.0647509	0
615	0.0514687	0
625	0.0419221	0
635	0.0518837	0
645	0.0361111	0
655	0.0340357	0
665	0.0323755	0
675	0.0286398	0
685	0.0278097	0
695	0.0207535	0
705	0.0161877	0
715	0.0170179	0
725	0.0112069	0
735	0.0132822	0
745	0.00871647	0
755	0.00581098	0
765	0.0041507	0
775	0.00290549	0
785	0.00207535	0
795	0.00124521	0
805	0.00083014	0
815	0.00124521	0
825	0	0
835	0.00041507	0
845	0	0
855	0	0
865	0	0
875	0	0
885	0	0
895	0	0
905	0	0
915	0	0
925	0	0
935	0	0
945	0	0
955	0	0
965	0	0
975	0	0
985	0	0
995	0	0
1005	0	0
1015	0	0
1025	0	0
1035	0	0
1045	0	0
1055	0	0
1065	0	0
1075	0	0
1085	0	0
1095	0	0
1105	0	0
1115	0	0
1125	0	0
1135	0	0
1145	0	0
1155	0	0
1165	0	0
1175	0	0
1185	0	0
1195	0	0
