FG time = 2838.4	BG time = 494.795
5	0	0
15	0	0
25	0	0
35	0	0
45	0.000704621	0
55	0.0098647	0
65	0.0341741	0
75	0.0718714	0
85	0.09759	0
95	0.103932	0
105	0.130355	0
115	0.143743	0
125	0.150789	0
135	0.159949	0
145	0.163472	0
155	0.182145	0
165	0.182145	0
175	0.184611	0
185	0.18144	0
195	0.192714	0
205	0.201874	0
215	0.194475	0
225	0.203283	0
235	0.201169	0
245	0.200817	0
255	0.201522	0
265	0.223013	0
275	0.212091	0
285	0.192714	0
295	0.206102	0
305	0.208216	0
315	0.200465	0
325	0.186372	0
335	0.190952	0
345	0.193771	0
355	0.182145	0
365	0.184963	0
375	0.188134	0
385	0.194123	0
395	0.169461	0
405	0.164529	0
415	0.159949	0
425	0.15854	0
435	0.144095	0
445	0.149732	0
455	0.142333	0
465	0.132469	0
475	0.134583	0
485	0.120138	0
495	0.117319	0
505	0.112387	0
515	0.115558	0
525	0.104989	0
535	0.0916008	0
545	0.103227	0
555	0.0905438	0
565	0.0775083	0
575	0.0739852	0
585	0.0722237	0
595	0.0648251	0
605	0.0581312	0
615	0.0570743	0
625	0.051085	0
635	0.0454481	0
645	0.0405157	0
655	0.0345264	0
665	0.0299464	0
675	0.0278325	0
685	0.0274802	0
695	0.0172632	0
705	0.0172632	0
715	0.0190248	0
725	0.014797	0
735	0.0112739	0
745	0.00845545	0
755	0.0066939	0
765	0.00775083	0
775	0.00528466	0
785	0.00422773	0
795	0.00105693	0
805	0.00246617	0
815	0.00105693	0
825	0.00105693	0
835	0	0
845	0.00105693	0
855	0	0
865	0.000352311	0
875	0.000352311	0
885	0	0
895	0	0
905	0	0
915	0.000352311	0
925	0	0
935	0	0
945	0	0
955	0	0
965	0	0
975	0	0
985	0	0
995	0	0
1005	0	0
1015	0	0
1025	0	0
1035	0	0
1045	0	0
1055	0	0
1065	0	0
1075	0	0
1085	0	0
1095	0	0
1105	0	0
1115	0	0
1125	0	0
1135	0	0
1145	0	0
1155	0	0
1165	0	0
1175	0	0
1185	0	0
1195	0	0
