FG time = 3613	BG time = 485.909
5	0	0
15	0	0
25	0	0
35	0	0
45	0.000276778	0
55	0.0105176	0
65	0.0476059	0.008232
75	0.123166	0.008232
85	0.157487	0.008232
95	0.189316	0.01029
105	0.197066	0.008232
115	0.216441	0.016464
125	0.235262	0.008232
135	0.249101	0.008232
145	0.242735	0.008232
155	0.243288	0.006174
165	0.275118	0.006174
175	0.263493	0.008232
185	0.287296	0.004116
195	0.270412	0.008232
205	0.276502	0.008232
215	0.284251	0.002058
225	0.285082	0.004116
235	0.282314	0.002058
245	0.291724	0.002058
255	0.28951	0
265	0.275394	0.002058
275	0.288957	0.002058
285	0.283698	0.004116
295	0.272903	0.008232
305	0.274287	0.002058
315	0.27152	0.006174
325	0.264323	0.002058
335	0.269305	0
345	0.255466	0.002058
355	0.242458	0.004116
365	0.24744	0.006174
375	0.244672	0
385	0.237199	0.002058
395	0.22419	0.002058
405	0.234985	0.008232
415	0.212566	0
425	0.219485	0.004116
435	0.193468	0.002058
445	0.189593	0.002058
455	0.197066	0.002058
465	0.18987	0.004116
475	0.18295	0
485	0.171603	0.004116
495	0.155549	0.002058
505	0.154996	0
515	0.142818	0.002058
525	0.141157	0
535	0.136729	0
545	0.121506	0
555	0.108497	0.004116
565	0.111265	0.002058
575	0.106283	0.002058
585	0.0927207	0.002058
595	0.0852477	0.002058
605	0.0896762	0
615	0.0772212	0.002058
625	0.0703017	0.002058
635	0.0564628	0
645	0.0498201	0.002058
655	0.0570163	0
665	0.046222	0
675	0.0393025	0
685	0.0390257	0
695	0.0348741	0.008232
705	0.0238029	0
715	0.0226958	0
725	0.0190977	0.002058
735	0.0138389	0.006174
745	0.0132854	0.004116
755	0.0130086	0.004116
765	0.00968724	0.004116
775	0.00941046	0.002058
785	0.00941046	0.004116
795	0.00581235	0.002058
805	0.00359812	0.004116
815	0.00498201	0.006174
825	0.00332134	0.006174
835	0.00276778	0.004116
845	0.00276778	0.002058
855	0.00332134	0
865	0.00359812	0
875	0.00249101	0.002058
885	0.00304456	0.002058
895	0.00332134	0.002058
905	0.00276778	0.006174
915	0.00332134	0.002058
925	0.00193745	0
935	0.00276778	0.004116
945	0.00249101	0
955	0.00110711	0.002058
965	0.000830335	0
975	0.00193745	0.002058
985	0.00193745	0.002058
995	0.00276778	0
1005	0.00359812	0
1015	0.00138389	0.002058
1025	0.00359812	0.004116
1035	0.00332134	0
1045	0.00304456	0.006174
1055	0.00221423	0
1065	0.00276778	0
1075	0.00249101	0.002058
1085	0.00193745	0.002058
1095	0.00442845	0.002058
1105	0.00221423	0.004116
1115	0.00193745	0.002058
1125	0.00193745	0.002058
1135	0.00332134	0.004116
1145	0.00249101	0.002058
1155	0.000830335	0.002058
1165	0.00276778	0.006174
1175	0.00193745	0
1185	0.00221423	0
1195	0.00166067	0.002058
