FG time = 3013	BG time = 613.917
5	0	0
15	0	0
25	0	0
35	0	0
45	0	0.00162888
55	0.000331895	0
65	0.00066379	0
75	0.000331895	0.00162888
85	0.00199137	0
95	0.00232327	0
105	0.00331895	0
115	0.00464653	0
125	0.00531032	0.00162888
135	0.00564222	0
145	0.0066379	0
155	0.00564222	0
165	0.00763359	0.00325777
175	0.00862927	0.00162888
185	0.00862927	0
195	0.00929306	0
205	0.00531032	0
215	0.00862927	0.00325777
225	0.00796548	0
235	0.00597411	0
245	0.00829738	0.00162888
255	0.00896117	0
265	0.0069698	0
275	0.00862927	0
285	0.00763359	0
295	0.00531032	0
305	0.00497843	0
315	0.0066379	0
325	0.00630601	0.00162888
335	0.00564222	0
345	0.00365085	0
355	0.00331895	0
365	0.00398274	0
375	0.00431464	0
385	0.00298706	0.00325777
395	0.00531032	0
405	0.00232327	0.00162888
415	0.00165948	0
425	0.00298706	0.00162888
435	0.00232327	0
445	0.00132758	0
455	0.00431464	0
465	0.00331895	0
475	0.00199137	0
485	0.00232327	0
495	0.00132758	0
505	0.00132758	0
515	0.00199137	0
525	0.00165948	0
535	0.000995685	0.00162888
545	0.000995685	0
555	0.00132758	0
565	0.00165948	0
575	0.00132758	0
585	0.000995685	0
595	0.00066379	0
605	0.000331895	0
615	0.00066379	0
625	0.00132758	0
635	0.00066379	0
645	0.00066379	0
655	0.00066379	0
665	0.00066379	0
675	0.000331895	0
685	0.00066379	0
695	0.000331895	0
705	0.00132758	0.00162888
715	0	0
725	0	0
735	0	0
745	0	0
755	0	0
765	0.000331895	0
775	0	0
785	0.00132758	0
795	0	0
805	0	0
815	0	0
825	0	0
835	0.000331895	0
845	0.000331895	0
855	0	0
865	0.000331895	0
875	0	0
885	0	0
895	0.00066379	0
905	0.000331895	0
915	0	0
925	0	0
935	0	0
945	0	0
955	0.000331895	0
965	0	0
975	0	0
985	0.000331895	0
995	0	0
1005	0.000331895	0
1015	0	0
1025	0	0
1035	0	0
1045	0	0
1055	0.000331895	0
1065	0	0
1075	0	0
1085	0	0
1095	0	0
1105	0	0
1115	0	0
1125	0	0
1135	0	0
1145	0	0
1155	0	0
1165	0	0
1175	0	0
1185	0	0
1195	0	0
