FG time = 3612.84	BG time = 486.155
5	0	0
15	0	0
25	0	0
35	0	0
45	0	0
55	0	0
65	0	0
75	0.000553581	0
85	0.000553581	0
95	0.00193753	0
105	0.00415186	0.00205696
115	0.0058126	0
125	0.00775013	0.00205696
135	0.00719655	0.00205696
145	0.00996446	0.00205696
155	0.0116252	0.00205696
165	0.0110716	0
175	0.0146699	0
185	0.0146699	0
195	0.0121788	0
205	0.0149467	0
215	0.0152235	0
225	0.0113484	0
235	0.0138395	0
245	0.0113484	0.00205696
255	0.00996446	0.00205696
265	0.011902	0
275	0.0107948	0
285	0.0113484	0.00205696
295	0.00913409	0.00411392
305	0.00775013	0
315	0.00747334	0
325	0.010518	0
335	0.0110716	0
345	0.00968767	0
355	0.0110716	0
365	0.00691976	0
375	0.00415186	0.00205696
385	0.00664297	0
395	0.00664297	0
405	0.0058126	0
415	0.00608939	0.00205696
425	0.00664297	0
435	0.00415186	0
445	0.00387507	0
455	0.00498223	0
465	0.00415186	0
475	0.0030447	0
485	0.00442865	0
495	0.00166074	0
505	0.00359828	0.00205696
515	0.00442865	0
525	0.00166074	0
535	0.00387507	0
545	0.00138395	0
555	0.00249111	0
565	0.00166074	0
575	0.00166074	0
585	0.00166074	0
595	0.00276791	0
605	0.000830372	0
615	0.00193753	0
625	0.00166074	0.00205696
635	0.000553581	0
645	0.00110716	0
655	0.00110716	0
665	0.00138395	0
675	0.000553581	0
685	0.00110716	0
695	0.000830372	0.00205696
705	0	0
715	0	0
725	0.00110716	0
735	0.000276791	0
745	0	0
755	0	0
765	0.000276791	0
775	0	0
785	0	0
795	0	0
805	0.000276791	0
815	0	0
825	0.000276791	0
835	0	0
845	0	0
855	0	0
865	0	0
875	0	0
885	0	0
895	0.000553581	0
905	0.000553581	0
915	0	0
925	0	0
935	0	0
945	0	0
955	0	0
965	0	0
975	0	0
985	0.000276791	0
995	0	0
1005	0	0
1015	0	0
1025	0	0
1035	0	0
1045	0	0
1055	0	0
1065	0.000276791	0
1075	0.000276791	0
1085	0.000276791	0
1095	0	0
1105	0	0
1115	0	0
1125	0	0
1135	0.000276791	0
1145	0.000276791	0
1155	0	0
1165	0	0
1175	0	0
1185	0	0
1195	0	0
