FG time = 3612	BG time = 487.38
5	0	0
15	0	0
25	0	0
35	0	0
45	0.00110742	0
55	0.00664451	0
65	0.0478959	0
75	0.133167	0.0164143
85	0.196013	0.00615536
95	0.22619	0.00410357
105	0.248339	0.00410357
115	0.252491	0.00615536
125	0.277132	0.00410357
135	0.282115	0.00820714
145	0.29402	0.00820714
155	0.290421	0.00410357
165	0.310908	0.00410357
175	0.312015	0.00410357
185	0.3134	0.00410357
195	0.320598	0.00615536
205	0.324197	0.00410357
215	0.318937	0
225	0.310077	0
235	0.326965	0
245	0.324474	0.00615536
255	0.324197	0
265	0.319767	0
275	0.302325	0
285	0.333056	0.00410357
295	0.315614	0
305	0.326412	0
315	0.300387	0
325	0.307032	0
335	0.295127	0.00205179
345	0.285437	0.00205179
355	0.305924	0
365	0.285437	0.00205179
375	0.281008	0.00205179
385	0.258859	0
395	0.262181	0.00410357
405	0.248062	0
415	0.245293	0.00205179
425	0.24474	0
435	0.232281	0.00205179
445	0.239756	0.00205179
455	0.21567	0.00205179
465	0.206534	0
475	0.193521	0
485	0.190199	0.00205179
495	0.181063	0.00205179
505	0.170543	0.00205179
515	0.168051	0.00205179
525	0.166113	0.00410357
535	0.147287	0.00205179
545	0.138704	0.00205179
555	0.129568	0.00205179
565	0.127907	0
575	0.116556	0
585	0.100221	0.00205179
595	0.0966223	0
605	0.0927463	0
615	0.076135	0.00205179
625	0.0805647	0.00205179
635	0.0730896	0
645	0.0620155	0.00205179
655	0.0559247	0
665	0.0528792	0.00820714
675	0.0440199	0.00615536
685	0.0390365	0
695	0.0376522	0.00205179
705	0.0257475	0.00615536
715	0.0224252	0.00615536
725	0.0235327	0.00410357
735	0.0188261	0.00205179
745	0.0116279	0
755	0.0127353	0
765	0.0105205	0.00205179
775	0.00719822	0.00410357
785	0.00802879	0.00205179
795	0.00470653	0.00205179
805	0.0060908	0
815	0.00332226	0
825	0.0060908	0
835	0.00332226	0
845	0.00387597	0
855	0.00110742	0.00410357
865	0.00166113	0
875	0.0030454	0.00205179
885	0.00276855	0
895	0.00110742	0.00205179
905	0.00221484	0.00205179
915	0.00193798	0
925	0.000830564	0.00205179
935	0.00110742	0.00205179
945	0.00110742	0
955	0.00110742	0
965	0.00193798	0.00205179
975	0.00110742	0
985	0.00138427	0
995	0.00110742	0
1005	0.00138427	0
1015	0.00221484	0
1025	0.00110742	0
1035	0.00249169	0
1045	0.000553709	0.00205179
1055	0.000830564	0.00205179
1065	0.00110742	0
1075	0.00193798	0.00205179
1085	0.00110742	0.00205179
1095	0.00110742	0
1105	0.000830564	0
1115	0.000276855	0.00205179
1125	0.000830564	0.00205179
1135	0.00138427	0
1145	0.000553709	0
1155	0.00166113	0.00205179
1165	0.00193798	0.00205179
1175	0.00138427	0
1185	0.00110742	0.00205179
1195	0.00249169	0.00205179
