FG time = 3337	BG time = 614.003
5	0	0
15	0	0
25	0	0
35	0	0
45	0	0
55	0	0
65	0	0
75	0	0
85	0	0
95	0	0
105	0	0
115	0	0
125	0	0
135	0.000599341	0
145	0.00119868	0
155	0.00149835	0
165	0.0029967	0
175	0.00179802	0.00162866
185	0.00209769	0.00162866
195	0.00149835	0
205	0.00179802	0.00162866
215	0.00239736	0
225	0.00209769	0
235	0.00239736	0.00162866
245	0.00419539	0.00162866
255	0.0029967	0.00162866
265	0.00389572	0
275	0.0029967	0.00162866
285	0.0050944	0
295	0.0029967	0.00325731
305	0.0029967	0
315	0.00209769	0.00162866
325	0.0029967	0
335	0.00419539	0
345	0.00209769	0
355	0.00269703	0
365	0.00449506	0
375	0.00389572	0.00162866
385	0.00419539	0
395	0.00269703	0.00162866
405	0.00389572	0.00162866
415	0.00389572	0
425	0.00329637	0
435	0.00329637	0
445	0.00149835	0.00325731
455	0.00269703	0.00162866
465	0.00329637	0
475	0.000899011	0
485	0.00149835	0
495	0.00209769	0.00162866
505	0.00359605	0
515	0.00149835	0
525	0.00239736	0
535	0.000899011	0
545	0.00119868	0
555	0.00269703	0
565	0.000899011	0
575	0.00359605	0
585	0.00179802	0.00162866
595	0.000899011	0
605	0.00209769	0.00162866
615	0.000899011	0.00162866
625	0.00119868	0
635	0.00149835	0
645	0.00179802	0
655	0.000899011	0
665	0.00119868	0
675	0.00179802	0.00162866
685	0.00149835	0.00162866
695	0.00119868	0
705	0	0
715	0.000899011	0
725	0.000899011	0.00162866
735	0.00119868	0.00162866
745	0.000899011	0
755	0.000899011	0.00162866
765	0.000899011	0
775	0.000899011	0.00162866
785	0.000899011	0.00162866
795	0.00029967	0
805	0.000599341	0
815	0.000899011	0.00162866
825	0.00029967	0
835	0.000899011	0.00162866
845	0.00029967	0.00325731
855	0.000599341	0
865	0.000599341	0
875	0.00119868	0
885	0.00029967	0
895	0.00029967	0
905	0.000899011	0.00162866
915	0.000599341	0
925	0.000899011	0
935	0.00029967	0
945	0.00119868	0.00162866
955	0.00119868	0.00162866
965	0.00149835	0
975	0	0
985	0	0.00162866
995	0.00179802	0.00325731
1005	0.000899011	0
1015	0.000899011	0
1025	0.000599341	0
1035	0.000899011	0.00325731
1045	0.00269703	0.00325731
1055	0.000899011	0
1065	0.00029967	0
1075	0.000599341	0.00325731
1085	0	0
1095	0.00119868	0.00162866
1105	0.000599341	0.00162866
1115	0	0
1125	0	0.00162866
1135	0.00029967	0
1145	0.000599341	0.00162866
1155	0.000899011	0
1165	0.000599341	0
1175	0.000899011	0
1185	0.000599341	0.00162866
1195	0	0.00162866
