FG time = 3013.11	BG time = 613.765
5	0	0
15	0	0
25	0	0
35	0	0
45	0	0
55	0	0
65	0	0
75	0	0
85	0	0
95	0	0
105	0	0
115	0	0
125	0	0
135	0	0
145	0.00132753	0
155	0.00265507	0
165	0.00265507	0
175	0.00298695	0
185	0.00165942	0.00162929
195	0.00232318	0
205	0.00265507	0.00162929
215	0.0019913	0
225	0.00464637	0.00162929
235	0.00431448	0
245	0.00265507	0
255	0.00630578	0
265	0.00696955	0
275	0.00331883	0
285	0.00365072	0
295	0.00497825	0.00162929
305	0.00365072	0.00325858
315	0.00531013	0
325	0.0059739	0.00162929
335	0.00630578	0.00325858
345	0.0059739	0
355	0.0059739	0
365	0.00265507	0
375	0.00331883	0
385	0.0039826	0
395	0.00497825	0
405	0.0039826	0
415	0.00497825	0
425	0.0059739	0
435	0.00365072	0
445	0.0039826	0.00162929
455	0.0039826	0.00162929
465	0.00298695	0
475	0.0059739	0
485	0.00365072	0.00162929
495	0.0019913	0
505	0.00365072	0.00162929
515	0.00497825	0.00162929
525	0.00564201	0.00325858
535	0.00265507	0
545	0.0039826	0
555	0.00265507	0.00162929
565	0.00099565	0
575	0.00132753	0
585	0.00165942	0
595	0.00165942	0.00162929
605	0.00099565	0.00325858
615	0.00232318	0.00162929
625	0.000331883	0
635	0.00132753	0
645	0.00132753	0
655	0	0
665	0.00099565	0.00162929
675	0.00165942	0
685	0.000331883	0
695	0.00099565	0
705	0	0.00325858
715	0.00165942	0
725	0.00165942	0.00162929
735	0.00232318	0
745	0.000331883	0
755	0.000663766	0
765	0.00099565	0
775	0.00132753	0
785	0.00099565	0
795	0.00099565	0
805	0.000663766	0.00162929
815	0.000331883	0
825	0.000331883	0
835	0.000663766	0.00162929
845	0.000663766	0
855	0.00132753	0
865	0.000331883	0
875	0.000663766	0
885	0.000331883	0
895	0.00099565	0.00162929
905	0.00099565	0
915	0.000331883	0
925	0.00165942	0
935	0.00165942	0.00162929
945	0.000331883	0
955	0.00099565	0.00162929
965	0.00099565	0
975	0.00165942	0
985	0.000663766	0.00162929
995	0.000663766	0
1005	0	0
1015	0.000663766	0
1025	0	0.00162929
1035	0	0
1045	0	0
1055	0.00099565	0.00162929
1065	0.0019913	0
1075	0.00165942	0.00162929
1085	0.000663766	0
1095	0.00099565	0
1105	0.000663766	0.00162929
1115	0.00165942	0.00325858
1125	0.000663766	0
1135	0.000663766	0.00325858
1145	0.000663766	0
1155	0	0
1165	0.00099565	0
1175	0.000663766	0
1185	0.00099565	0
1195	0.000663766	0.00488786
